RR,DET,LAM,Lmax,ENTR,TT
0.1,0.8167,0.8792025,2000,1.980720587803013,5.733680057388809
0.1,0.82064,0.8798125,2000,2.0509849145777213,6.125548283784725
0.1,0.82947,0.88673,2000,2.065062690029362,6.167483915840723
0.1,0.825335,0.882995,2000,2.0529155848691225,6.124360597180559
0.1,0.818965,0.880035,2000,2.0122676834368574,5.92077908971642
0.1,0.79606,0.8673675,2000,1.8971833788057335,5.417237879615895
