iteration,field_intensity,detector_angle,optimal_angle,agent_efficiency,system_entropy,guardian_score,entropy_change
0,0.5276265890021319,35.726859605967476,45.0,0.39561489059711563,0.9991633566506606,0.4984977798615545,-0.0008366433493393749
1,0.6521310990265003,51.44176273172568,46.25581039058627,0.5953562970329935,1.0026429883292387,0.4969984320896167,0.003479631678578104
2,0.5634371371365797,45.696157979290845,47.50666467128609,0.8343930795952428,0.9950424327585125,0.49554067145538755,-0.007600555570726209
3,0.5666590505539402,59.603911279247704,48.74762629171449,0.3376894817669614,0.9974270891939611,0.4940891229590319,0.0023846564354486574
4,0.46264486830023177,49.28355103904889,49.9737977432971,0.9333036547965305,0.9907932507152841,0.4926754112464497,-0.006633838478676932
5,0.4988073469769121,57.754722566900796,51.180339887498945,0.5181770664854939,0.9832442398150589,0.4913025641236779,-0.007549010900225207
6,0.5961411417058881,51.112353845004804,52.36249105369356,0.882484794043382,0.9695079203567133,0.48999259990144584,-0.013736319458345608
7,0.8342808820806461,55.97225470887251,53.51558583130145,0.7821827361789258,0.9594528599739097,0.48873214707598106,-0.01005506038280352
8,0.672662369459991,55.29141227375159,54.63507348203431,0.9364736640482603,0.9440253221415086,0.48754088223830094,-0.015427537832401129
9,0.7874472010889169,51.94042072140495,55.71653589957993,0.6854967522199296,0.9389198345814196,0.4863804484729543,-0.005105487560089028
10,0.8830711313207508,56.06277879666964,56.75570504584947,0.9330536053911705,0.9301085800532154,0.4852644972725522,-0.0088112545282042
11,0.8247452788248792,62.58950627300872,57.74847979497379,0.6162499419626524,0.9282941998438394,0.4841665117876342,-0.0018143802093759315
12,0.8561863274027316,61.01735383610403,58.69094211857377,0.792437871606477,0.9145429557118822,0.4831314940265282,-0.013751244131957267
13,0.5958085394212745,53.80230607430482,59.57937254842823,0.5611838844426379,0.9256569038419705,0.48206475379146063,0.011113948130088336
14,0.8073588963431616,56.939370373309664,60.410264855515784,0.7067421086063026,0.9213778549103905,0.4810248242724962,-0.004279048931580073
15,0.7952316148862981,64.36997075869273,61.180339887498945,0.7269023808719286,0.9176243845068122,0.4800095115276611,-0.0037534704035783674
16,0.6798388003615263,57.95648736982414,61.8865585100403,0.6750239454341125,0.9164700540346606,0.4790087350492681,-0.0011543304721515681
17,0.6549587667386475,63.748733705855635,62.52613360087727,0.8849182505525116,0.9047138228368917,0.47806289558580684,-0.01175623119776891
18,0.774110363060353,67.08855099107458,63.09654104932039,0.6708558496833675,0.8949549140967192,0.4771642138341876,-0.009758908740172517
19,0.823904552491383,60.04135969045608,63.595529717765025,0.7008811129234237,0.8840404583148737,0.4763171203038534,-0.01091445578184555
20,0.6532982778858858,64.62210574019316,64.02113032590307,0.9416726770058367,0.8706813823677844,0.4755312778135011,-0.013359075947089266
21,0.3485138403202445,60.393757642465324,64.37166322257262,0.6718027166257745,0.865386266450438,0.47477441002184745,-0.005295115917346274
22,0.6626910940021641,65.0635172341061,64.64574501457378,0.9590834195054535,0.8693994102031702,0.4740090967286871,0.004013143752732174
23,0.6357077544073207,60.66257404926124,64.84229402628955,0.6583806643377149,0.8627971233556305,0.4732778167077943,-0.00660228684753969
24,0.5769094380852682,68.38300998943608,64.96053456856544,0.7101723853942792,0.8595714079165497,0.47256680164923637,-0.003225715439080824
25,0.555600288611062,62.29510049992189,65.0,0.7630055681576872,0.8595634384728742,0.4718629287926063,-7.969443675570273e-06
26,0.5832385429825676,65.2169209904657,64.96053456856544,0.9746872368246526,0.847683410057578,0.4712141586407322,-0.011880028415296218
27,0.506187056633665,65.12869283533105,64.84229402628955,0.9717663530824869,0.8327648886548124,0.4706330476301876,-0.014918521402765662
28,0.48297744276420335,64.04557230600375,64.64574501457378,0.941748268644114,0.834382487513833,0.4700510707811705,0.0016175988590207309
29,0.01548081984724231,70.53930770332906,64.37166322257262,0.5396878036096513,0.8260462052831856,0.46950943918364335,-0.008336282230647462
30,0.22597073222442565,66.36148182506624,64.02113032590307,0.7913340000828438,0.8324884999029734,0.4689465172958551,0.0064422946197877605
31,0.17382729984080728,68.61354561853496,63.59552971776503,0.6054389238202683,0.8320877428969711,0.4683908809558963,-0.00040075700600225844
32,0.3248499963864738,60.00455454599998,63.09654104932039,0.7340349392576642,0.8236233999084274,0.4678759396274279,-0.00846434298854371
33,0.4682917674147023,61.75484178683783,62.52613360087727,0.9257702535805246,0.815803733551645,0.467398875440188,-0.007819666356782277
34,0.28648798740207176,66.5528096985012,61.8865585100403,0.6271151399991112,0.8178806735698722,0.4669178642820096,0.002076940018227117
35,0.38640699501411846,59.91208735797032,61.180339887498945,0.8808875916538166,0.8032565546934266,0.46650343239715814,-0.014624118876445564
36,0.25875897079192073,53.36511055931623,60.410264855515784,0.49434806265555836,0.7930142243924516,0.4661369472894952,-0.010242330300974965
37,0.1559797320849043,53.7671274917283,59.579372548428225,0.5592131874294057,0.7843121310394883,0.4658116966394993,-0.008702093352963387
38,0.26152510733234763,61.767040212361515,58.69094211857377,0.7352021310257867,0.7794815998771305,0.46551069492422387,-0.004830531162357803
39,0.13774356537627863,64.31606061781291,57.7484797949738,0.5185296429886742,0.7788131769701395,0.46521561659531635,-0.0006684229069909842
40,0.004870432284324655,55.466834268586254,56.75570504584947,0.8790732268885797,0.7751405688757317,0.464939531166273,-0.003672608094407852
41,0.1970858128081871,61.081066204358336,55.71653589957994,0.584818912778011,0.7694553903796878,0.46469115618902823,-0.005685178496043911
42,0.4992270965003373,53.76055612243095,54.6350734820343,0.9162630931419858,0.7560829677360755,0.4645045125243629,-0.013372422643612263
43,0.27650610602182085,50.15942171848376,53.51558583130146,0.7148972797588891,0.7473481978882031,0.4643588653571347,-0.00873476984787249
44,0.2321001692620102,47.07432780263272,52.36249105369356,0.5893020991093056,0.7467358672521026,0.4642174306244866,-0.0006123306361004704
45,0.3241135991625039,52.24948878451006,51.18033988749895,0.8986021500333389,0.7292712661642303,0.46415672918218526,-0.017464601087872296
46,0.4902817777344559,40.15373980037852,49.973797743297105,0.3745590564649505,0.7243673982428736,0.4641191568697225,-0.004903867921356797
47,0.3940011575322814,40.18619053518553,48.74762629171449,0.4247971255586874,0.7281800042382934,0.46406444048079193,0.003812605995419877
48,0.35920827967783575,44.61082206506556,47.50666467128609,0.7485747148823028,0.7215661911825466,0.4640407058786872,-0.006613813055746846
49,0.5422872880199266,48.94279359399385,46.25581039058627,0.7643738169012466,0.7098031038240723,0.46407183841351374,-0.011763087358474322
50,0.5146161280453567,44.54683981980908,45.0,0.9556954171340918,0.7049529459763262,0.4641253723630757,-0.0048501578477461015
51,0.655333802937702,43.86869672351206,43.74418960941373,0.9876264780109614,0.6966016800092606,0.4642177380766731,-0.008351265967065587
52,0.6700643496653864,42.461051777164414,42.49333532871391,0.9967768503802746,0.6877082436130445,0.464351466031286,-0.008893436396216125
53,0.734679901912433,41.98690692558851,41.2523737082855,0.9291795172713653,0.6798792409552903,0.46452139403008835,-0.007829002657754228
54,0.5814210411736381,37.980967944005506,40.02620225670291,0.8150356443737385,0.6719157709167441,0.4647281074879524,-0.007963470038546158
55,0.7697225604148128,31.926650729110666,38.819660112501055,0.5019268242514623,0.6652565993773721,0.46496517144557736,-0.006659171539372052
56,0.7445447216621361,41.37911771954993,37.63750894630644,0.6878662408466548,0.6591806144265585,0.465229632312549,-0.0060759849508135785
