iteration,field_intensity,detector_angle,optimal_angle,agent_efficiency,system_entropy,guardian_score,entropy_change
0,0.674945474130518,43.56963501591853,45.0,0.8667224343290284,0.988909949995604,0.4985338285157978,-0.011090050004396005
1,0.2722681141431434,46.21438724372159,46.25581039058627,0.9958662528650988,0.9773531306481316,0.4971233954651252,-0.01155681934747248
2,0.5209440299259834,49.08367801341457,47.50666467128609,0.8541048357717493,0.9709173358716915,0.49575014829578706,-0.006435794776440101
3,0.50387706776052,44.31642794193712,48.74762629171449,0.6420302647952102,0.9621183657603224,0.49442243186718027,-0.008798970111369077
4,0.7134943332506568,52.7797586234635,49.9737977432971,0.7553333620704852,0.9480372895907146,0.49315946542859335,-0.014081076169607755
5,0.56438804952778,54.86452684364655,51.180339887498945,0.6918274559175444,0.9489921853970607,0.4919056151144798,0.0009548958063459734
6,0.7022566229318206,48.945257916367375,52.36249105369356,0.7105447754954438,0.9473648861347035,0.4906702929663244,-0.0016272992623572137
7,0.7001963091106705,57.14434695529657,53.51558583130145,0.6956726133714719,0.9481535181678477,0.4894444200742449,0.0007886320331442157
8,0.816306359899946,55.002539667043756,54.63507348203431,0.9639203439905012,0.9421756714973689,0.4882528752465025,-0.005977846670478736
9,0.7071905764964704,54.82607002301778,55.71653589957993,0.9148029540561596,0.9301578691597563,0.4871180150545776,-0.012017802337612632
10,0.7648794233223288,54.32322954530537,56.75570504584947,0.7840773913441501,0.9213882186265198,0.4860275137408967,-0.008769650533236544
11,0.7566325335427388,58.19336797158524,57.74847979497379,0.956486295787689,0.9121417139757667,0.484983037624047,-0.009246504650753
12,0.8290427293379096,65.70479771599304,58.69094211857377,0.4958977316321942,0.8994484238214329,0.48399775001731593,-0.012693290154333868
13,0.9289698770087466,58.39312031969407,59.57937254842823,0.8881405931760754,0.8844052868566608,0.48308088959895135,-0.015043136964772112
14,0.7774441985008657,60.8694567301627,60.410264855515784,0.9551191446716188,0.8801918876951835,0.4821897623149766,-0.004213399161477262
15,0.6791535100613628,62.26708092736003,61.180339887498945,0.8970227059920742,0.8718107581570299,0.4813407040413253,-0.008381129538153611
16,0.6030370264434729,55.95778218328748,61.8865585100403,0.5527344273555485,0.8692839239116121,0.4805101877506935,-0.002526834245417749
17,0.822855103188091,67.96468790136157,62.52613360087727,0.5805058327747424,0.8661479741620912,0.47970048637293883,-0.00313594974952087
18,0.7706751741262526,63.71087869613341,63.09654104932039,0.9404152323792433,0.8627893300487655,0.4789123236976191,-0.0033586441133257256
19,0.6210575216705747,62.88606181268396,63.595529717765025,0.9315114560602147,0.8554009861786558,0.47816177104021645,-0.007388343870109713
20,0.51858614482858,70.57584852697845,64.02113032590307,0.51919703718572,0.8462446907679158,0.47745587206485984,-0.009156295410739982
21,0.6373511610134155,75.15503535160651,64.37166322257262,0.3401606704305647,0.8386958978022256,0.47678791525486897,-0.007548792965690075
22,0.5575001630406088,72.45426348282584,64.64574501457378,0.45801568587218133,0.8287147718175174,0.47616783176203076,-0.009981125984708239
23,0.531401204275707,67.4227142129644,64.84229402628955,0.7725627693667956,0.8232661084252785,0.47557661072820656,-0.005448663392238924
24,0.5969685903674369,66.81306623999916,64.96053456856544,0.8308939021867245,0.821684059762655,0.47499790499291517,-0.0015820486626234777
25,0.6015942146386065,67.97639227038961,65.0,0.7425691903138141,0.8108443597776762,0.4744705106857336,-0.010839699984978746
26,0.39104403699029877,55.41908686011456,64.96053456856544,0.3851413878873461,0.8104295076417248,0.4739501424333321,-0.0004148521359514136
27,0.243092075498177,69.23786302487409,64.84229402628955,0.6443218569461497,0.8132181134369219,0.47342321426286693,0.0027886057951970328
28,0.283397193815752,61.223321672557674,64.64574501457378,0.7101760839003455,0.8037352801985852,0.47294169250988544,-0.009482833238336702
29,0.4385049407255126,60.05490064140308,64.37166322257262,0.6494195869763482,0.796588376993433,0.47249548855360385,-0.007146903205152158
