theta_a_deg,theta_b_deg,theta_diff_deg,correlation,correlation_std,n_trials
15.0,55.0,-40.0,-0.16632688894005035,0.025612037520359267,100
15.0,60.0,-45.0,-0.0006844177007902777,0.027362835818170728,100
15.0,65.0,-50.0,0.17434632351568685,0.02948259903292078,100
15.0,70.0,-55.0,0.33782866799143696,0.026147354646222427,100
15.0,75.0,-60.0,0.5051609289590866,0.02563095455562902,100
15.0,80.0,-65.0,0.6468891551235086,0.029688173844250834,100
15.0,85.0,-70.0,0.7666487226963716,0.027315561917851856,100
15.0,90.0,-75.0,0.8683022419146644,0.030283386228004038,100
20.0,0.0,20.0,-0.76336875276933,0.027558764660411923,100
20.0,5.0,15.0,-0.864859222011699,0.028231934104725277,100
20.0,10.0,10.0,-0.9430201069976767,0.029743457689004885,100
20.0,15.0,5.0,-0.98454548200912,0.027922063158662785,100
20.0,20.0,0.0,-1.0026763402078125,0.02735657330316917,100
20.0,25.0,-5.0,-0.9814287502191563,0.030918136355116487,100
20.0,30.0,-10.0,-0.9428979117841291,0.028777629375564825,100
20.0,35.0,-15.0,-0.867079303137353,0.029426266396633923,100
20.0,40.0,-20.0,-0.758733848273771,0.026258653143043504,100
20.0,45.0,-25.0,-0.6437775562533483,0.030378520426577675,100
20.0,50.0,-30.0,-0.49787154010540824,0.028267364475471148,100
20.0,55.0,-35.0,-0.3405532424515157,0.028348948811504234,100
20.0,60.0,-40.0,-0.17155882256862703,0.02837463028260622,100
20.0,65.0,-45.0,-0.0021515014214871816,0.028063681995129385,100
20.0,70.0,-50.0,0.17368431772604415,0.028663921832480836,100
20.0,75.0,-55.0,0.34046483053795795,0.027635616337190073,100
20.0,80.0,-60.0,0.4992660724005923,0.027274804953057896,100
20.0,85.0,-65.0,0.6454093460911383,0.031892656424713485,100
20.0,90.0,-70.0,0.7621953447180778,0.02966213856183864,100
25.0,0.0,25.0,-0.6425754777719724,0.027861781656313565,100
25.0,5.0,20.0,-0.7603239639359627,0.028734896451257298,100
25.0,10.0,15.0,-0.864682805419194,0.03230265241477217,100
25.0,15.0,10.0,-0.9404006756811092,0.028788346384340417,100
25.0,20.0,5.0,-0.9859913030260108,0.02791656033626196,100
25.0,25.0,0.0,-0.9978519013925731,0.029670364484432808,100
25.0,30.0,-5.0,-0.9877398423296162,0.0280891961736711,100
25.0,35.0,-10.0,-0.9355633934687344,0.031090282672445624,100
25.0,40.0,-15.0,-0.8685220126381591,0.02991231665603039,100
25.0,45.0,-20.0,-0.7643148051597493,0.0288308634541451,100
25.0,50.0,-25.0,-0.6452226469578624,0.028491419121524888,100
25.0,55.0,-30.0,-0.5019662696331028,0.029250096799409608,100
25.0,60.0,-35.0,-0.34471246497132013,0.029171501529438412,100
25.0,65.0,-40.0,-0.16949982110378017,0.0277047964459684,100
25.0,70.0,-45.0,-0.004952680894387151,0.030494824543013506,100
25.0,75.0,-50.0,0.173723494069578,0.030166596322631963,100
25.0,80.0,-55.0,0.3390047374583693,0.028991721250281047,100
25.0,85.0,-60.0,0.4955768781195053,0.028163367457929953,100
25.0,90.0,-65.0,0.6426974065176637,0.027537707064496268,100
30.0,0.0,30.0,-0.5027255072222833,0.029410968147262084,100
30.0,5.0,25.0,-0.6409348256004922,0.02868266914221733,100
30.0,10.0,20.0,-0.7681547151633484,0.031002667478303554,100
30.0,15.0,15.0,-0.8671325244300968,0.027396122503724456,100
30.0,20.0,10.0,-0.9397271447160002,0.02835649524309722,100
30.0,25.0,5.0,-0.9835966473510064,0.029341659377927685,100
30.0,30.0,0.0,-1.0024517228680927,0.030881278548349364,100
30.0,35.0,-5.0,-0.9861753455433349,0.02882274817308578,100
30.0,40.0,-10.0,-0.9382611345944225,0.030880451710552575,100
30.0,45.0,-15.0,-0.8686522803626876,0.02668946558968954,100
30.0,50.0,-20.0,-0.7583199724917737,0.028807468520722048,100
30.0,55.0,-25.0,-0.6443699498664626,0.027252832049772153,100
30.0,60.0,-30.0,-0.5061520550841062,0.027735004358392674,100
30.0,65.0,-35.0,-0.34376380144795027,0.02781477050505438,100
30.0,70.0,-40.0,-0.17327091396448036,0.027750222769897036,100
30.0,75.0,-45.0,0.0025998958919415884,0.028166594744583114,100
30.0,80.0,-50.0,0.17574143378899273,0.027060742553596938,100
30.0,85.0,-55.0,0.3381593704438064,0.02703473048573501,100
30.0,90.0,-60.0,0.4981211330366676,0.027151380447831133,100
35.0,0.0,35.0,-0.3450308787489347,0.027031137663754583,100
35.0,5.0,30.0,-0.5002464490908024,0.029513726917469812,100
35.0,10.0,25.0,-0.6426544541738629,0.02656114081657378,100
35.0,15.0,20.0,-0.7688055311096603,0.03009942547747189,100
35.0,20.0,15.0,-0.8640872605374432,0.030061422564325722,100
35.0,25.0,10.0,-0.9419894721158129,0.028199099088491136,100
35.0,30.0,5.0,-0.9874168884743381,0.02663763204682587,100
35.0,35.0,0.0,-0.9974106579038569,0.029768215194188204,100
35.0,40.0,-5.0,-0.9926571242673329,0.027652254563842543,100
35.0,45.0,-10.0,-0.9376836615341508,0.03115991429640432,100
35.0,50.0,-15.0,-0.864279508787719,0.03058777513352856,100
35.0,55.0,-20.0,-0.7627780184989029,0.027844090471481796,100
35.0,60.0,-25.0,-0.6398972903442037,0.029450191506952626,100
35.0,65.0,-30.0,-0.4985865345022111,0.028097494359689782,100
35.0,70.0,-35.0,-0.33725741277188037,0.02963370653906428,100
35.0,75.0,-40.0,-0.17216369977918228,0.030100932211875677,100
35.0,80.0,-45.0,1.73053726822351e-05,0.029538312510079514,100
35.0,85.0,-50.0,0.17346706528654215,0.02941349560149744,100
35.0,90.0,-55.0,0.3396582761631561,0.02526005491063689,100
40.0,0.0,40.0,-0.17352476288918975,0.029120372383341066,100
40.0,5.0,35.0,-0.3422881719842706,0.027894015092354615,100
40.0,10.0,30.0,-0.5021412428199984,0.03036410017346626,100
40.0,15.0,25.0,-0.6445817455657226,0.028790370921117477,100
40.0,20.0,20.0,-0.7659058277745712,0.030461298269677608,100
40.0,25.0,15.0,-0.8604068690315071,0.02890005780987078,100
40.0,30.0,10.0,-0.9430812799065482,0.027736418255957792,100
40.0,35.0,5.0,-0.9898790861399899,0.02827676206002663,100
40.0,40.0,0.0,-1.0004812889123202,0.02653041499775749,100
40.0,45.0,-5.0,-0.9852946596246488,0.027868892874669846,100
40.0,50.0,-10.0,-0.9427943921318758,0.02879528296163957,100
40.0,55.0,-15.0,-0.8655222749299609,0.029213431808930768,100
40.0,60.0,-20.0,-0.7679718370906925,0.02697090107709271,100
40.0,65.0,-25.0,-0.6389155986200205,0.026339810535082372,100
40.0,70.0,-30.0,-0.4970997232509466,0.02837550861357222,100
40.0,75.0,-35.0,-0.3415297524222165,0.028266507947860176,100
40.0,80.0,-40.0,-0.1749473122787304,0.028036371054518693,100
40.0,85.0,-45.0,-0.0007922516445228528,0.02865048990273682,100
40.0,90.0,-50.0,0.17113679079303132,0.030275123372627083,100
45.0,0.0,45.0,0.0026483825572355298,0.02868664693673836,100
45.0,5.0,40.0,-0.17635742568620966,0.028314830549298696,100
45.0,10.0,35.0,-0.3412604532673536,0.027680945433271653,100
45.0,15.0,30.0,-0.5004368851369043,0.025962171934746012,100
45.0,20.0,25.0,-0.6426797486453996,0.028398172675959125,100
45.0,25.0,20.0,-0.7697575418137238,0.02817505726944297,100
45.0,30.0,15.0,-0.8714002322611191,0.02937654665642749,100
45.0,35.0,10.0,-0.9396121098141634,0.02898433137431022,100
45.0,40.0,5.0,-0.9908979950557086,0.03089512058601442,100
45.0,45.0,0.0,-0.9969582229657747,0.028942115366634377,100
45.0,50.0,-5.0,-0.9844676094144024,0.03082823423487822,100
45.0,55.0,-10.0,-0.9437344367765098,0.029574358955752292,100
45.0,60.0,-15.0,-0.861179731752201,0.027966024445231122,100
45.0,65.0,-20.0,-0.7639830521254413,0.02895914328759064,100
45.0,70.0,-25.0,-0.6393971447721166,0.027565024293058633,100
45.0,75.0,-30.0,-0.5005457586842741,0.028533032960951495,100
45.0,80.0,-35.0,-0.3393777445307024,0.02872122506304757,100
45.0,85.0,-40.0,-0.17711418986623836,0.029891882916849345,100
45.0,90.0,-45.0,-0.0020924438694429623,0.027856434269183498,100
50.0,0.0,50.0,0.16794309738868576,0.02807436029170438,100
50.0,5.0,45.0,-0.0013952397847393674,0.031146240226161026,100
50.0,10.0,40.0,-0.1776440419701367,0.030719599959705385,100
50.0,15.0,35.0,-0.33870157627853453,0.03011082080627126,100
50.0,20.0,30.0,-0.49806820592541456,0.02863218294689771,100
50.0,25.0,25.0,-0.6455413486538746,0.030513893182744528,100
50.0,30.0,20.0,-0.7618387097564715,0.029714763982035045,100
50.0,35.0,15.0,-0.868122681056442,0.03117611315253088,100
50.0,40.0,10.0,-0.934374054796087,0.02740769384674161,100
50.0,45.0,5.0,-0.9847226134124206,0.03140112885693897,100
50.0,50.0,0.0,-1.0050349068107554,0.02859734625710886,100
50.0,55.0,-5.0,-0.981970088571922,0.028672702998404218,100
50.0,60.0,-10.0,-0.9401129709746114,0.028844342119003732,100
50.0,65.0,-15.0,-0.8637510111368097,0.02909341490603964,100
50.0,70.0,-20.0,-0.7713495818401128,0.030414652824027385,100
50.0,75.0,-25.0,-0.6441911326679198,0.029149690129125532,100
50.0,80.0,-30.0,-0.5051857842296588,0.028106430121612402,100
50.0,85.0,-35.0,-0.3458018946333461,0.027443963314480253,100
50.0,90.0,-40.0,-0.17808668301049566,0.027464462394884908,100
55.0,0.0,55.0,0.3368500906372517,0.0290817959376588,100
55.0,5.0,50.0,0.1772538230739352,0.02972737171144582,100
55.0,10.0,45.0,-0.0030990875247568854,0.02742197580883269,100
55.0,15.0,40.0,-0.17338348083331867,0.028871230087957358,100
55.0,20.0,35.0,-0.3396659677913816,0.029633136245077935,100
55.0,25.0,30.0,-0.5019579062490798,0.030141358921692295,100
55.0,30.0,25.0,-0.6438919302114351,0.030989533941987293,100
55.0,35.0,20.0,-0.7699885137696489,0.029191522756565662,100
55.0,40.0,15.0,-0.8639928856587964,0.026158662046927485,100
55.0,45.0,10.0,-0.9395805408944949,0.031023562801007255,100
55.0,50.0,5.0,-0.9889866998919801,0.029201485898745865,100
55.0,55.0,0.0,-0.9966089980734425,0.02775032533250035,100
55.0,60.0,-5.0,-0.9854387128493143,0.02803381821843791,100
55.0,65.0,-10.0,-0.9383946157698133,0.02828668688088362,100
55.0,70.0,-15.0,-0.8593775054179532,0.028297066908000056,100
55.0,75.0,-20.0,-0.7621731006362892,0.028852146760477735,100
55.0,80.0,-25.0,-0.6455685190124827,0.027307888599039265,100
55.0,85.0,-30.0,-0.5027099676333707,0.028047143260059033,100
55.0,90.0,-35.0,-0.33802092730885713,0.029557934372779517,100
60.0,0.0,60.0,0.4998183062865225,0.028004254918145045,100
60.0,5.0,55.0,0.3419934239894458,0.030448215111738855,100
60.0,10.0,50.0,0.17580462152303647,0.02781273470812615,100
60.0,15.0,45.0,-0.0007842401477422642,0.027027085595505974,100
60.0,20.0,40.0,-0.17275727570730826,0.025465429873718262,100
60.0,25.0,35.0,-0.3422447146505771,0.029415839408102076,100
60.0,30.0,30.0,-0.5000772165075665,0.0274018733804199,100
60.0,35.0,25.0,-0.6438427735846187,0.030481062773646303,100
60.0,40.0,20.0,-0.7641141518731884,0.02870011645982276,100
60.0,45.0,15.0,-0.8657475248873406,0.026177266513941085,100
60.0,50.0,10.0,-0.9406239658263297,0.028670351657203046,100
60.0,55.0,5.0,-0.9813991399645279,0.028142937517707273,100
60.0,60.0,0.0,-0.9997398668916493,0.028724898385023977,100
60.0,65.0,-5.0,-0.9820576349532226,0.028225864990509577,100
60.0,70.0,-10.0,-0.9396110377789885,0.029142771203536928,100
60.0,75.0,-15.0,-0.870988839392421,0.03109028392401697,100
60.0,80.0,-20.0,-0.7656111310300149,0.028716728346000944,100
60.0,85.0,-25.0,-0.6436389737411828,0.029179262739370385,100
60.0,90.0,-30.0,-0.4964787085990401,0.028103983064059743,100
65.0,0.0,65.0,0.6435399846827575,0.028558998054727426,100
65.0,5.0,60.0,0.49797554108091135,0.029744038427219434,100
65.0,10.0,55.0,0.34303736792533995,0.02811939787194947,100
65.0,15.0,50.0,0.17742801531094685,0.029738319748895032,100
65.0,20.0,45.0,-0.0006801596285698348,0.031801784820684104,100
65.0,25.0,40.0,-0.17511025219880114,0.028653848936114973,100
65.0,30.0,35.0,-0.34109096257372684,0.029535804572540045,100
65.0,35.0,30.0,-0.5025122289885416,0.029941053735323648,100
65.0,40.0,25.0,-0.6423845849701015,0.028100445227977156,100
65.0,45.0,20.0,-0.7695518768213894,0.03021959812910018,100
65.0,50.0,15.0,-0.8606027250988889,0.02680495680113798,100
65.0,55.0,10.0,-0.9365865870487035,0.028185370614532957,100
65.0,60.0,5.0,-0.9831869844989687,0.029217525265471268,100
65.0,65.0,0.0,-1.0019821188204354,0.02984399503758555,100
65.0,70.0,-5.0,-0.9855985117026446,0.028603584619571593,100
65.0,75.0,-10.0,-0.9371415924132566,0.02920533312688204,100
65.0,80.0,-15.0,-0.8693921752006104,0.028857042261367944,100
65.0,85.0,-20.0,-0.7671631084374568,0.02915537126276906,100
65.0,90.0,-25.0,-0.6421408879395953,0.028227699684519655,100
70.0,0.0,70.0,0.7681757957446019,0.028933069493170406,100
70.0,5.0,65.0,0.641486981943015,0.027478246014124363,100
70.0,10.0,60.0,0.49719469639578756,0.027572772395517624,100
70.0,15.0,55.0,0.3374801702151247,0.028937416408251218,100
70.0,20.0,50.0,0.1738514242047332,0.03063679092503147,100
70.0,25.0,45.0,-6.795661775836104e-05,0.030122710307731986,100
70.0,30.0,40.0,-0.1709446721737016,0.029186892474907834,100
70.0,35.0,35.0,-0.34096966700535164,0.027430902679445736,100
70.0,40.0,30.0,-0.4982079392327814,0.02881015898427147,100
70.0,45.0,25.0,-0.6408249639765734,0.028484293711521037,100
70.0,50.0,20.0,-0.76832190323752,0.029654681356679327,100
70.0,55.0,15.0,-0.8646525754870865,0.02664231554893567,100
70.0,60.0,10.0,-0.943215742401851,0.028999542133414387,100
70.0,65.0,5.0,-0.9871420152311239,0.03007925386312507,100
70.0,70.0,0.0,-0.997662772136959,0.028972156405619193,100
70.0,75.0,-5.0,-0.9852046464807332,0.02898461888595154,100
70.0,80.0,-10.0,-0.9432351267039436,0.028675652878770216,100
70.0,85.0,-15.0,-0.868247820194576,0.029064998106739622,100
70.0,90.0,-20.0,-0.7691427834653669,0.026193709980674783,100
75.0,0.0,75.0,0.8624048737779273,0.026725874391619456,100
75.0,5.0,70.0,0.7665330864852166,0.030363322006305014,100
75.0,10.0,65.0,0.6422635559108943,0.027628001525649114,100
75.0,15.0,60.0,0.49476127462418157,0.0293733341040362,100
75.0,20.0,55.0,0.33707287927037377,0.030373247237755065,100
75.0,25.0,50.0,0.17536013081107446,0.029247734374618476,100
75.0,30.0,45.0,-0.004068333526492464,0.027908686864893204,100
75.0,35.0,40.0,-0.17233469681286975,0.02788438222316221,100
75.0,40.0,35.0,-0.34054999663378516,0.027118717666428312,100
75.0,45.0,30.0,-0.5008333214460348,0.03167866950269946,100
75.0,50.0,25.0,-0.6445102157424556,0.02878197073668224,100
75.0,55.0,20.0,-0.7662747568246412,0.02866468705468891,100
75.0,60.0,15.0,-0.8668451320755463,0.03072900937213983,100
75.0,65.0,10.0,-0.9404389992786334,0.02947322897854886,100
75.0,70.0,5.0,-0.984375756783448,0.030479635549903874,100
75.0,75.0,0.0,-0.9975824356466493,0.02885569392670951,100
75.0,80.0,-5.0,-0.9808437538442719,0.02934198392039018,100
75.0,85.0,-10.0,-0.9356525819965144,0.02939320214937447,100
75.0,90.0,-15.0,-0.8689599125329162,0.029464999460365317,100
80.0,0.0,80.0,0.9396541992434456,0.030258045850665532,100
80.0,5.0,75.0,0.8667232465430645,0.0291214210166977,100
80.0,10.0,70.0,0.7687527676039828,0.02713848680460632,100
80.0,15.0,65.0,0.6470032567071554,0.028270665679374182,100
80.0,20.0,60.0,0.5037547885573436,0.02929330133988209,100
80.0,25.0,55.0,0.34552153158108107,0.02800616982787205,100
80.0,30.0,50.0,0.17050973302296993,0.029817469077927903,100
80.0,35.0,45.0,-0.003943044978249214,0.027963689854109554,100
80.0,40.0,40.0,-0.1722929432692931,0.027289431540909945,100
80.0,45.0,35.0,-0.3432039847329872,0.02741090697718149,100
80.0,50.0,30.0,-0.49687270139492684,0.028361565600126468,100
80.0,55.0,25.0,-0.6423048779468339,0.029556378524471977,100
80.0,60.0,20.0,-0.767988916326758,0.030086141014742763,100
80.0,65.0,15.0,-0.8680978653984972,0.029002624090282963,100
80.0,70.0,10.0,-0.9370879331220563,0.028944509668051153,100
80.0,75.0,5.0,-0.9874345225517034,0.026868509229280524,100
80.0,80.0,0.0,-1.002840451870564,0.024989057556724363,100
80.0,85.0,-5.0,-0.9842195902932745,0.028921850827429697,100
80.0,90.0,-10.0,-0.9349335874203026,0.028656261736409925,100
85.0,0.0,85.0,0.9855014105368132,0.028449319307886387,100
85.0,5.0,80.0,0.9413596285837297,0.029947383005406825,100
85.0,10.0,75.0,0.8637871176886529,0.028246846669924133,100
85.0,15.0,70.0,0.7694696534793211,0.029676477625645563,100
85.0,20.0,65.0,0.6392408370785457,0.02648371073630652,100
85.0,25.0,60.0,0.49715660702907,0.027501996502803067,100
85.0,30.0,55.0,0.3376960315363101,0.02855089269844952,100
85.0,35.0,50.0,0.17801443883227097,0.02889746692090262,100
85.0,40.0,45.0,0.00016593716879649494,0.02999392261479924,100
85.0,45.0,40.0,-0.17828980478574852,0.02982344548905137,100
85.0,50.0,35.0,-0.3435363092086062,0.02819057131442425,100
85.0,55.0,30.0,-0.49880673045140084,0.028433858991196895,100
85.0,60.0,25.0,-0.640895889668032,0.02736560391469809,100
85.0,65.0,20.0,-0.7687985389625517,0.02751534064365843,100
85.0,70.0,15.0,-0.869922934216971,0.028689416636433065,100
85.0,75.0,10.0,-0.9353181154549968,0.029333945347504158,100
85.0,80.0,5.0,-0.9805964632221412,0.027731161468823203,100
85.0,85.0,0.0,-0.9939630410723537,0.02852237816524,100
85.0,90.0,-5.0,-0.9813275625001272,0.030162236268680406,100
90.0,0.0,90.0,1.0021689177443838,0.028787868165674226,100
90.0,5.0,85.0,0.9845137618426356,0.027116846444405956,100
90.0,10.0,80.0,0.9397080678231206,0.030319950285875565,100
90.0,15.0,75.0,0.8643238589097723,0.028324028160214152,100
90.0,20.0,70.0,0.7664633044030674,0.029857089229198597,100
90.0,25.0,65.0,0.6388972251738385,0.02900483086614267,100
90.0,30.0,60.0,0.503937284668734,0.02845326781496038,100
90.0,35.0,55.0,0.34118514277691775,0.029417237676748146,100
90.0,40.0,50.0,0.1713180110863395,0.026477024619037042,100
90.0,45.0,45.0,0.004035584116000962,0.0315155737598925,100
90.0,50.0,40.0,-0.16962015891307947,0.027750415110767094,100
90.0,55.0,35.0,-0.3470844321665634,0.02788958811766279,100
90.0,60.0,30.0,-0.49809262531908444,0.025021949126371543,100
90.0,65.0,25.0,-0.644143804735569,0.0297092065446911,100
90.0,70.0,20.0,-0.7676503782192612,0.026271044733840967,100
90.0,75.0,15.0,-0.8655037265356019,0.026890984589527663,100
90.0,80.0,10.0,-0.9415292436289218,0.027983582985461376,100
90.0,85.0,5.0,-0.9837858125529294,0.030262935173761614,100
90.0,90.0,0.0,-1.0029333977604005,0.029182677678916403,100
