theta_a_deg,theta_b_deg,theta_diff_deg,correlation,correlation_std,n_trials
0.0,0.0,0.0,-0.9974890516970949,0.06037010361174189,100
0.0,5.0,-5.0,-0.9889585850562012,0.05444188081867892,100
0.0,10.0,-10.0,-0.9734123645454776,0.059434103839846486,100
0.0,15.0,-15.0,-0.9265129621512201,0.05614315766448444,100
0.0,20.0,-20.0,-0.8887530670457049,0.05591970646564249,100
0.0,25.0,-25.0,-0.8285327850634318,0.05985610115403506,100
0.0,30.0,-30.0,-0.7480176901194477,0.05197182315287099,100
0.0,35.0,-35.0,-0.6841688655972371,0.05119272076067669,100
0.0,40.0,-40.0,-0.594612387404791,0.05960245682788936,100
0.0,45.0,-45.0,-0.4893956497189085,0.05626628648258826,100
0.0,50.0,-50.0,-0.405098436936747,0.055349503003089086,100
0.0,55.0,-55.0,-0.3243504938091025,0.060040657817213385,100
0.0,60.0,-60.0,-0.25547063338920195,0.05882008341823393,100
0.0,65.0,-65.0,-0.17614261250383417,0.05353477089434669,100
0.0,70.0,-70.0,-0.11744313344130716,0.05906226385989562,100
0.0,75.0,-75.0,-0.06869743125976562,0.05756800952988775,100
0.0,80.0,-80.0,-0.027369217432596616,0.05822558180398308,100
0.0,85.0,-85.0,-0.0024362688396419294,0.056482761879994466,100
0.0,90.0,-90.0,0.002031848555017623,0.05604834982339206,100
5.0,0.0,5.0,-0.9953988081700886,0.0606520429904274,100
5.0,5.0,0.0,-0.9963499413565899,0.05707887760284404,100
5.0,10.0,-5.0,-0.9992198129653572,0.05697647111080948,100
5.0,15.0,-10.0,-0.9656171441190822,0.061387215358975,100
5.0,20.0,-15.0,-0.9296995482726891,0.05663997076993235,100
5.0,25.0,-20.0,-0.8798888149367599,0.060555815038458416,100
5.0,30.0,-25.0,-0.8242979516304472,0.05764427460915192,100
5.0,35.0,-30.0,-0.7528437698535021,0.05472229592628535,100
5.0,40.0,-35.0,-0.6703448762116241,0.05963418096502045,100
5.0,45.0,-40.0,-0.5961863843514286,0.05826879248950414,100
5.0,50.0,-45.0,-0.49977778906202475,0.0540763764291197,100
5.0,55.0,-50.0,-0.4223965442469252,0.057004343582269544,100
5.0,60.0,-55.0,-0.3305074683140067,0.05696959037019661,100
5.0,65.0,-60.0,-0.2516733734408882,0.060206776288947876,100
5.0,70.0,-65.0,-0.17755413967861067,0.06061383833687685,100
5.0,75.0,-70.0,-0.12352688479716813,0.05668626505335496,100
5.0,80.0,-75.0,-0.057910914907339794,0.05464604097969982,100
5.0,85.0,-80.0,-0.032111356416984156,0.05223628387639363,100
5.0,90.0,-85.0,-0.012743177199542311,0.05992670144314761,100
10.0,0.0,10.0,-0.9852937074543536,0.05700954562569906,100
10.0,5.0,5.0,-0.9880078114628897,0.0589838413172656,100
10.0,10.0,0.0,-0.9952953316749324,0.0542975316824783,100
10.0,15.0,-5.0,-1.0030303448133442,0.05254939510186661,100
10.0,20.0,-10.0,-0.9747005633360736,0.052172661642983224,100
10.0,25.0,-15.0,-0.9324007780516311,0.05709981643406836,100
10.0,30.0,-20.0,-0.8878645150351807,0.0626908413847046,100
10.0,35.0,-25.0,-0.8274920613380609,0.061127427254043895,100
10.0,40.0,-30.0,-0.7552396029798689,0.056965094746609324,100
10.0,45.0,-35.0,-0.6749149589567246,0.05652856019836685,100
10.0,50.0,-40.0,-0.5900055519001794,0.061769928504502136,100
10.0,55.0,-45.0,-0.5018292035672345,0.05742595472100693,100
10.0,60.0,-50.0,-0.42041867556281404,0.06003435563228322,100
10.0,65.0,-55.0,-0.33412919674301117,0.05949948465100987,100
10.0,70.0,-60.0,-0.24218004098006812,0.06064489555644393,100
10.0,75.0,-65.0,-0.18013625802708202,0.057197605181158594,100
10.0,80.0,-70.0,-0.11997429009298764,0.05826739604872611,100
10.0,85.0,-75.0,-0.06934160101157655,0.060262263805814134,100
10.0,90.0,-80.0,-0.031745254224506254,0.05499248404249106,100
15.0,0.0,15.0,-0.9337367291753046,0.05351726975357755,100
15.0,5.0,10.0,-0.969036569469134,0.05486418463598294,100
15.0,10.0,5.0,-1.0051682133152096,0.059696627051020336,100
15.0,15.0,0.0,-0.9965500437632767,0.05564468741796409,100
15.0,20.0,-5.0,-0.9873259858888271,0.05953712280463974,100
15.0,25.0,-10.0,-0.9604802876393228,0.05879450180302963,100
15.0,30.0,-15.0,-0.9279757634335849,0.05635030816204821,100
15.0,35.0,-20.0,-0.875320937118947,0.05901210482910453,100
15.0,40.0,-25.0,-0.8214802405804917,0.05761099901036682,100
15.0,45.0,-30.0,-0.7505149408648926,0.05547647244769866,100
15.0,50.0,-35.0,-0.6669526381450706,0.05922655530083548,100
15.0,55.0,-40.0,-0.5721815113797051,0.05122407504071854,100
15.0,60.0,-45.0,-0.5013688354015805,0.054725671636341455,100
15.0,65.0,-50.0,-0.4117796194690218,0.05896519806584156,100
15.0,70.0,-55.0,-0.33737287900562896,0.05229470929244485,100
15.0,75.0,-60.0,-0.23967814208182647,0.05126190911125803,100
15.0,80.0,-65.0,-0.170403104282792,0.05937634768850166,100
15.0,85.0,-70.0,-0.11576921928572355,0.05463112383570371,100
15.0,90.0,-75.0,-0.062433621847329215,0.06056677245600808,100
20.0,0.0,20.0,-0.8776708408601932,0.055117529320823845,100
20.0,5.0,15.0,-0.93068033834674,0.05646386820945055,100
20.0,10.0,10.0,-0.9765012828164906,0.05948691537800978,100
20.0,15.0,5.0,-0.9918793344999282,0.0558441263173256,100
20.0,20.0,0.0,-1.005352680415625,0.05471314660633834,100
20.0,25.0,-5.0,-0.9856458709200007,0.061836272710232974,100
20.0,30.0,-10.0,-0.9762568923893954,0.05755525875112968,100
20.0,35.0,-15.0,-0.935120500598049,0.05885253279326786,100
20.0,40.0,-20.0,-0.8684010318690746,0.052517306286087,100
20.0,45.0,-25.0,-0.8233736979768875,0.06075704085315536,100
20.0,50.0,-30.0,-0.7457430802108165,0.05653472895094229,100
20.0,55.0,-35.0,-0.668076269914528,0.05669789762300847,100
20.0,60.0,-40.0,-0.5826453786368584,0.05674926056521244,100
20.0,65.0,-45.0,-0.5043030028429744,0.05612736399025878,100
