domain,agents,epsilon,shock,seed,CCI,survival_rate,hazard,collapse_risk,preregistered
bio,150,0.0025,0.3,202,0.4020179918128289,0.7458147429139873,0.32598118850091856,0.4418167416898607,True
bio,150,0.0025,0.3,203,0.40186675455619003,0.7457748850385085,0.32727378864528284,0.46262347821836053,True
bio,150,0.0025,0.3,204,0.3989398934569084,0.744374352796033,0.3285366262198432,0.45716973992724014,True
bio,150,0.0025,0.3,205,0.40107906573822716,0.7456302559394533,0.3259337955706112,0.4428115293185604,True
bio,150,0.0025,0.3,206,0.4018514399895132,0.7460506536383827,0.32817845532932427,0.4563966359350626,True
bio,150,0.0025,0.3,207,0.400865195769323,0.7454287874167755,0.32675329806703884,0.4501540970041692,True
bio,150,0.0025,0.3,208,0.40142162395213493,0.7459816499195392,0.3267131865733714,0.4673919339847772,True
bio,150,0.0025,0.3,209,0.40077760157233355,0.7451767156961521,0.3281613158953693,0.470658389661064,True
bio,150,0.0025,0.3,210,0.40002811807941874,0.7451592855888551,0.32538541044920716,0.44938412304913095,True
bio,150,0.0025,0.4,201,0.3923403059295856,0.7367812071465628,0.33135203569819793,0.4639225303015453,True
bio,150,0.0025,0.4,202,0.39401799181282887,0.7376147429139872,0.3300811885009186,0.44333379548462326,True
bio,150,0.0025,0.4,203,0.39386675455619014,0.7375748850385084,0.3313737886452827,0.46407977821263896,True
bio,150,0.0025,0.4,204,0.3909398934569084,0.736174352796033,0.3326366262198432,0.4586368637509998,True
bio,150,0.0025,0.4,205,0.39307906573822715,0.7374302559394533,0.33003379557061124,0.4443266618671843,True
bio,150,0.0025,0.4,206,0.3938514399895133,0.7378506536383829,0.3322784553293242,0.4578675540284904,True
bio,150,0.0025,0.4,207,0.392865195769323,0.7372287874167756,0.33085329806703884,0.4516481786852967,True
bio,150,0.0025,0.4,208,0.3934216239521349,0.7377816499195394,0.3308131865733714,0.4688351027689461,True
bio,150,0.0025,0.4,209,0.39277760157233355,0.7369767156961521,0.3322613158953693,0.4720839454376196,True
bio,150,0.0025,0.4,210,0.3920281180794188,0.7369592855888552,0.32948541044920704,0.450886384419316,True
bio,150,0.0025,0.5,201,0.3843403059295856,0.7285812071465627,0.335452035698198,0.46535696120975806,True
bio,150,0.0025,0.5,202,0.38601799181282886,0.7294147429139873,0.3341811885009186,0.4448288993624485,True
bio,150,0.0025,0.5,203,0.38586675455619013,0.7293748850385086,0.33547378864528277,0.46551361590769014,True
bio,150,0.0025,0.5,204,0.3829398934569085,0.7279743527960332,0.3367366262198432,0.4600818313082049,True
bio,150,0.0025,0.5,205,0.38507906573822714,0.7292302559394532,0.33413379557061124,0.4458197954986415,True
bio,150,0.0025,0.5,206,0.38585143998951327,0.7296506536383829,0.3363784553293243,0.45931628980230504,True
bio,150,0.0025,0.5,207,0.3848651957693231,0.7290287874167755,0.3349532980670389,0.4531200861314011,True
bio,150,0.0025,0.5,208,0.38542162395213503,0.7295816499195393,0.3349131865733714,0.4702556394187326,True
bio,150,0.0025,0.5,209,0.38477760157233365,0.728776715696152,0.3363613158953693,0.47348701693989326,True
bio,150,0.0025,0.5,210,0.3840281180794188,0.7287592855888552,0.3335854104492071,0.45236631440209474,True
bio,150,0.003,0.2,201,0.4166736378740301,0.7565145399243406,0.32148536930930904,0.4603774733874169,True
bio,150,0.003,0.2,202,0.4183513237572735,0.7573480756917652,0.32021452211202966,0.4396449132958615,True
bio,150,0.003,0.2,203,0.4182000865006347,0.7573082178162863,0.3215071222563939,0.46053614609467475,True
bio,150,0.003,0.2,204,0.41527322540135303,0.7559076855738109,0.32276995983095425,0.45506773764446984,True
bio,150,0.003,0.2,205,0.4174123976826718,0.757163588717231,0.3201671291817223,0.4406423147636812,True
bio,150,0.003,0.2,206,0.4181847719339579,0.7575839864161606,0.3224117889404353,0.45428925317207475,True
bio,150,0.003,0.2,207,0.4171985277137677,0.7569621201945533,0.32098663167814995,0.4480141647056239,True
bio,150,0.003,0.2,208,0.4177549558965796,0.7575149826973171,0.32094652018448244,0.4653227580187254,True
bio,150,0.003,0.2,209,0.41711093351677825,0.7567100484739299,0.3223946495064804,0.4686142374022626,True
bio,150,0.003,0.2,210,0.41636145002386343,0.7566926183666329,0.31961874406031815,0.4472324115137541,True
bio,150,0.003,0.3,201,0.40867363787403016,0.7483145399243406,0.32558536930930904,0.4618668623509186,True
bio,150,0.003,0.3,202,0.41035132375727357,0.7491480756917651,0.32431452211202966,0.44119366715171854,True
bio,150,0.003,0.3,203,0.4102000865006347,0.7491082178162863,0.3256071222563938,0.46202494361532687,True
bio,150,0.003,0.3,204,0.407273225401353,0.747707685573811,0.32686995983095424,0.45656689708547005,True
bio,150,0.003,0.3,205,0.4094123976826718,0.7489635887172311,0.32426712918172235,0.4421892211212338,True
bio,150,0.003,0.3,206,0.41018477193395786,0.7493839864161608,0.3265117889404353,0.4557922432898951,True
bio,150,0.003,0.3,207,0.4091985277137677,0.7487621201945532,0.32508663167814983,0.4495402925140133,True
bio,150,0.003,0.3,208,0.40975495589657956,0.7493149826973172,0.3250465201844825,0.466798685715369,True
bio,150,0.003,0.3,209,0.40911093351677824,0.7485100484739301,0.3264946495064804,0.47007234350860266,True
bio,150,0.003,0.3,210,0.4083614500238634,0.748492618366633,0.32371874406031814,0.44876694755036917,True
bio,150,0.003,0.4,201,0.4006736378740302,0.7401145399243407,0.32968536930930903,0.4633330368593936,True
bio,150,0.003,0.4,202,0.40235132375727356,0.7409480756917652,0.32841452211202965,0.4427197820738056,True
bio,150,0.003,0.4,203,0.4022000865006347,0.7409082178162865,0.32970712225639387,0.4634905257677614,True
bio,150,0.003,0.4,204,0.39927322540135307,0.739507685573811,0.3309699598309543,0.4580431734356797,True
bio,150,0.003,0.4,205,0.4014123976826718,0.7407635887172311,0.32836712918172234,0.4437134355187779,True
bio,150,0.003,0.4,206,0.4021847719339579,0.7411839864161607,0.3306117889404353,0.45727232446304195,True
bio,150,0.003,0.4,207,0.4011985277137677,0.7405621201945533,0.3291866316781499,0.45104353158355875,True
bio,150,0.003,0.4,208,0.4017549558965796,0.7411149826973171,0.3291465201844824,0.4682512094316293,True
bio,150,0.003,0.4,209,0.40111093351677823,0.74031004847393,0.3305946495064803,0.471507193998745,True
bio,150,0.003,0.4,210,0.4003614500238634,0.740292618366633,0.3278187440603182,0.45027843144444607,True
bio,150,0.003,0.5,201,0.3926736378740302,0.7319145399243407,0.333785369309309,0.4647765354660962,True
bio,150,0.003,0.5,202,0.39435132375727355,0.7327480756917651,0.33251452211202964,0.44422375084792437,True
bio,150,0.003,0.5,203,0.39420008650063476,0.7327082178162864,0.33380712225639386,0.46493343135974796,True
bio,150,0.003,0.5,204,0.39127322540135306,0.7313076855738109,0.3350699598309542,0.4594970866562092,True
bio,150,0.003,0.5,205,0.3934123976826718,0.7325635887172312,0.3324671291817224,0.44521545363185633,True
bio,150,0.003,0.5,206,0.3941847719339579,0.7329839864161606,0.33471178894043535,0.45873001650559386,True
bio,150,0.003,0.5,207,0.3931985277137677,0.7323621201945532,0.33328663167814987,0.45252439300672154,True
bio,150,0.003,0.5,208,0.39375495589657966,0.7329149826973171,0.3332465201844825,0.46968088146856196,True
bio,150,0.003,0.5,209,0.3931109335167782,0.73211004847393,0.3346946495064804,0.47291934083350323,True
bio,150,0.003,0.5,210,0.3923614500238634,0.7320926183666329,0.3319187440603182,0.4517673787651262,True
bio,150,0.0035,0.2,201,0.4250069698184749,0.7598478727021186,0.31981870292042003,0.45976526755159136,True
bio,150,0.0035,0.2,202,0.4266846557017182,0.760681408469543,0.3185478557231407,0.4390087508938042,True
bio,150,0.0035,0.2,203,0.4265334184450794,0.7606415505940642,0.3198404558675049,0.4599241803602415,True
bio,150,0.0035,0.2,204,0.4236065573457977,0.7592410183515887,0.32110329344206534,0.4544516592460692,True
bio,150,0.0035,0.2,205,0.4257457296271165,0.760496921495009,0.31850046279283345,0.4400068875283596,True
bio,150,0.0035,0.2,206,0.4265181038784026,0.7609173191939385,0.3207451225515464,0.45367161023644487,True
bio,150,0.0035,0.2,207,0.4255318596582124,0.7602954529723311,0.31931996528926093,0.4473871240861563,True
bio,150,0.0035,0.2,208,0.4260882878410243,0.760848315475095,0.3192798537955936,0.46471596676259663,True
bio,150,0.0035,0.2,209,0.42544426546122294,0.7600433812517079,0.32072798311759143,0.4680147331669475,True
bio,150,0.0035,0.2,210,0.4246947819683081,0.7600259511444107,0.3179520776714292,0.4466019051445396,True
bio,150,0.0035,0.3,201,0.41700696981847485,0.7516478727021185,0.3239187029204201,0.4612642511615348,True
bio,150,0.0035,0.3,202,0.4186846557017182,0.752481408469543,0.3226478557231407,0.44056685180093097,True
bio,150,0.0035,0.3,203,0.4185334184450794,0.7524415505940643,0.323940455867505,0.4614225729749054,True
bio,150,0.0035,0.3,204,0.41560655734579777,0.7510410183515888,0.32520329344206533,0.45596027310262127,True
bio,150,0.0035,0.3,205,0.4177457296271164,0.7522969214950089,0.32260046279283333,0.44156316335052304,True
bio,150,0.0035,0.3,206,0.4185181038784026,0.7527173191939385,0.3248451225515464,0.45518406523108684,True
bio,150,0.0035,0.3,207,0.4175318596582124,0.7520954529723312,0.323419965289261,0.44892270594300826,True
bio,150,0.0035,0.3,208,0.4180882878410243,0.752648315475095,0.32337985379559353,0.4662015702497235,True
bio,150,0.0035,0.3,209,0.4174442654612229,0.7518433812517078,0.3248279831175914,0.46948245467751615,True
bio,150,0.0035,0.3,210,0.4166947819683081,0.7518259511444108,0.3220520776714292,0.44814596297091325,True
bio,150,0.0035,0.4,201,0.4090069698184749,0.7434478727021185,0.32801870292042007,0.46273979651649544,True
bio,150,0.0035,0.4,202,0.41068465570171825,0.7442814084695429,0.32674785572314075,0.44210210927488197,True
bio,150,0.0035,0.4,203,0.4105334184450794,0.7442415505940643,0.32804045586750485,0.4628975263134657,True
bio,150,0.0035,0.4,204,0.40760655734579776,0.7428410183515889,0.32930329344206527,0.4574457878934978,True
bio,150,0.0035,0.4,205,0.4097457296271165,0.7440969214950091,0.3267004627928334,0.44309654149896427,True
bio,150,0.0035,0.4,206,0.4105181038784026,0.7445173191939386,0.3289451225515464,0.45667339537389545,True
bio,150,0.0035,0.4,207,0.40953185965821237,0.7438954529723312,0.3275199652892609,0.4504351868500433,True
bio,150,0.0035,0.4,208,0.41008828784102425,0.7444483154750952,0.3274798537955936,0.46766354015529327,True
bio,150,0.0035,0.4,209,0.4094442654612229,0.7436433812517077,0.32892798311759147,0.4709266910821508,True
bio,150,0.0035,0.4,210,0.4086947819683081,0.7436259511444108,0.3261520776714292,0.4496667545776246,True
bio,150,0.0035,0.5,201,0.4010069698184749,0.7352478727021186,0.3321187029204201,0.46419244907632773,True
bio,150,0.0035,0.5,202,0.4026846557017183,0.7360814084695431,0.3308478557231407,0.44361502202376574,True
bio,150,0.0035,0.5,203,0.4025334184450794,0.7360415505940643,0.3321404558675049,0.46434958609660965,True
bio,150,0.0035,0.5,204,0.39960655734579775,0.7346410183515889,0.3334032934420653,0.4589087301083237,True
bio,150,0.0035,0.5,205,0.40174572962711647,0.735896921495009,0.3308004627928334,0.44460752362758543,True
bio,150,0.0035,0.5,206,0.4025181038784026,0.7363173191939386,0.3330451225515464,0.4581401269962285,True
bio,150,0.0035,0.5,207,0.4015318596582124,0.7356954529723312,0.3316199652892609,0.45192508420374194,True
bio,150,0.0035,0.5,208,0.40208828784102435,0.7362483154750951,0.3315798537955935,0.469102435987734,True
bio,150,0.0035,0.5,209,0.4014442654612229,0.7354433812517078,0.3330279831175914,0.4723480015869324,True
bio,150,0.0035,0.5,210,0.4006947819683081,0.7354259511444108,0.3302520776714292,0.45116480190347713,True
bio,150,0.004,0.2,201,0.43334030176291954,0.7631812054798963,0.3181520365315312,0.45914909583724783,True
bio,150,0.004,0.2,202,0.4350179876461629,0.7640147412473209,0.3168811893342518,0.43836872901551566,True
bio,150,0.004,0.2,203,0.4348667503895241,0.7639748833718422,0.31817378947861596,0.45930824853297486,True
bio,150,0.004,0.2,204,0.4319398892902424,0.7625743511293668,0.3194366270531764,0.4538316743012837,True
bio,150,0.004,0.2,205,0.4340790615715611,0.7638302542727868,0.31683379640394443,0.4393675913451331,True
bio,150,0.004,0.2,206,0.4348514358228472,0.7642506519717165,0.3190784561626574,0.4530500565239774,True
bio,150,0.004,0.2,207,0.433865191602657,0.7636287857501091,0.31765329890037197,0.44675617819958474,True
bio,150,0.004,0.2,208,0.4344216197854689,0.7641816482528729,0.31761318740670463,0.464105174911836,True
bio,150,0.004,0.2,209,0.43377759740566757,0.7633767140294858,0.31906131672870247,0.46741125290677954,True
bio,150,0.004,0.2,210,0.4330281139127528,0.7633592839221888,0.3162854112825403,0.44596746542200416,True
bio,150,0.004,0.3,201,0.4253403017629196,0.7549812054798963,0.3222520365315311,0.46065776710673084,True
bio,150,0.004,0.3,202,0.42701798764616283,0.7558147412473208,0.3209811893342518,0.43993626184744744,True
bio,150,0.004,0.3,203,0.4268667503895241,0.7557748833718422,0.32227378947861596,0.4608163293005141,True
bio,150,0.004,0.3,204,0.42393988929024246,0.7543743511293667,0.32353662705317643,0.4553498322927619,True
bio,150,0.004,0.3,205,0.4260790615715611,0.7556302542727868,0.3209337964039445,0.4409333220157524,True
bio,150,0.004,0.3,206,0.4268514358228473,0.7560506519717164,0.32317845616265745,0.45457206608388795,True
bio,150,0.004,0.3,207,0.425865191602657,0.755428785750109,0.32175329890037196,0.4483013022270396,True
bio,150,0.004,0.3,208,0.42642161978546894,0.755981648252873,0.3217131874067046,0.4656005496506624,True
bio,150,0.004,0.3,209,0.4257775974056676,0.7551767140294857,0.3231613167287025,0.46888868524907895,True
bio,150,0.004,0.3,210,0.42502811391275275,0.7551592839221887,0.3203854112825403,0.4475211339383094,True
bio,150,0.004,0.4,201,0.41734030176291953,0.7467812054798965,0.3263520365315311,0.46214277343523813,True
bio,150,0.004,0.4,202,0.4190179876461629,0.747614741247321,0.32508118933425173,0.4414807442763265,True
bio,150,0.004,0.4,203,0.4188667503895241,0.7475748833718421,0.326373789478616,0.46230074399535215,True
bio,150,0.004,0.4,204,0.41593988929024245,0.7461743511293666,0.3276366270531764,0.45684467251719746,True
bio,150,0.004,0.4,205,0.4180790615715611,0.7474302542727869,0.3250337964039445,0.4424759468048525,True
bio,150,0.004,0.4,206,0.4188514358228473,0.7478506519717164,0.32727845616265744,0.45607073216311994,True
bio,150,0.004,0.4,207,0.4178651916026571,0.7472287857501091,0.325853298900372,0.449823110462223,True
bio,150,0.004,0.4,208,0.41842161978546893,0.7477816482528729,0.32581318740670456,0.46707205819358766,True
bio,150,0.004,0.4,209,0.4177775974056676,0.7469767140294857,0.32726131672870246,0.4703423999661984,True
bio,150,0.004,0.4,210,0.4170281139127528,0.7469592839221887,0.32448541128254027,0.4490513194988305,True
bio,150,0.004,0.5,201,0.4093403017629196,0.7385812054798965,0.3304520365315311,0.46360466730029726,True
bio,150,0.004,0.5,202,0.411017987646163,0.7394147412473209,0.32918118933425183,0.44300268102180457,True
bio,150,0.004,0.5,203,0.4108667503895241,0.7393748833718421,0.33047378947861594,0.46376204536231774,True
bio,150,0.004,0.5,204,0.40793988929024244,0.7379743511293667,0.3317366270531764,0.45831672809551677,True
bio,150,0.004,0.5,205,0.41007906157156115,0.7392302542727869,0.3291337964039444,0.4439959734351003,True
bio,150,0.004,0.5,206,0.4108514358228473,0.7396506519717163,0.3313784561626575,0.45754658771277307,True
bio,150,0.004,0.5,207,0.4098651916026571,0.7390287857501091,0.32995329890037206,0.4513221267031321,True
bio,150,0.004,0.5,208,0.41042161978546904,0.7395816482528731,0.3299131874067046,0.46852026737436603,True
bio,150,0.004,0.5,209,0.4097775974056676,0.7387767140294856,0.3313613167287025,0.4717729636287602,True
bio,150,0.004,0.5,210,0.4090281139127528,0.7387592839221887,0.3285854112825403,0.4505585505107077,True
bio,150,0.0045,0.2,201,0.4416736337073643,0.7665145382576743,0.3164853701426422,0.4585289195826306,True
bio,150,0.0045,0.2,202,0.4433513195906076,0.7673480740250987,0.31521452294536284,0.4377248124320705,True
bio,150,0.0045,0.2,203,0.4432000823339688,0.76730821614962,0.316507123089727,0.4586883119317139,True
bio,150,0.0045,0.2,204,0.44027322123468715,0.7659076839071445,0.3177699606642875,0.4532077455348806,True
bio,150,0.0045,0.2,205,0.4424123935160058,0.7671635870505648,0.3151671300150555,0.4387243907706027,True
bio,150,0.0045,0.2,206,0.4431847677672919,0.7675839847494942,0.31741178977376855,0.4524245547734621,True
bio,150,0.0045,0.2,207,0.44219852354710176,0.766962118527887,0.31598663251148307,0.4461212904483947,True
bio,150,0.0045,0.2,208,0.44275495172991364,0.767514981030651,0.3159465210178157,0.4634903427715116,True
bio,150,0.0045,0.2,209,0.44211092935011226,0.7667100468072635,0.31739465033981357,0.4668037569355383,True
bio,150,0.0045,0.2,210,0.4413614458571975,0.7666926166999666,0.31461874489365127,0.4453290554242113,True
bio,150,0.0045,0.3,201,0.4336736337073642,0.7583145382576743,0.3205853701426422,0.4600473727309128,True
bio,150,0.0045,0.3,202,0.4353513195906075,0.7591480740250988,0.31931452294536283,0.4393018630930301,True
bio,150,0.0045,0.3,203,0.4352000823339688,0.75910821614962,0.32060712308972705,0.46020617511828665,True
bio,150,0.0045,0.3,204,0.43227322123468714,0.7577076839071446,0.3218699606642874,0.4547355385194772,True
bio,150,0.0045,0.3,205,0.4344123935160058,0.7589635870505648,0.3192671300150555,0.44029966271415755,True
bio,150,0.0045,0.3,206,0.4351847677672919,0.7593839847494943,0.3215117897737685,0.4539562097238578,True
bio,150,0.0045,0.3,207,0.4341985235471018,0.758762118527887,0.3200866325114831,0.44767604586720444,True
bio,150,0.0045,0.3,208,0.43475495172991363,0.7593149810306509,0.32004652101781567,0.46499558548316156,True
bio,150,0.0045,0.3,209,0.4341109293501122,0.7585100468072636,0.3214946503398135,0.4682909968040203,True
bio,150,0.0045,0.3,210,0.4333614458571975,0.7584926166999666,0.3187187448936513,0.4468924246407692,True
bio,150,0.0045,0.4,201,0.4256736337073642,0.7501145382576742,0.3246853701426422,0.46154193131951676,True
bio,150,0.0045,0.4,202,0.42735131959060757,0.7509480740250988,0.3234145229453628,0.4408556538731688,True
bio,150,0.0045,0.4,203,0.4272000823339688,0.75090821614962,0.32470712308972705,0.4617001425001121,True
bio,150,0.0045,0.4,204,0.42427322123468714,0.7495076839071446,0.32596996066428746,0.45623979226602107,True
bio,150,0.0045,0.4,205,0.4264123935160058,0.7507635870505648,0.3233671300150555,0.44185161803640005,True
bio,150,0.0045,0.4,206,0.427184767767292,0.7511839847494943,0.3256117897737685,0.4554642998000228,True
bio,150,0.0045,0.4,207,0.4261985235471018,0.7505621185278869,0.32418663251148305,0.4492072679788905,True
bio,150,0.0045,0.4,208,0.42675495172991373,0.7511149810306508,0.32414652101781566,0.4664767263218037,True
bio,150,0.0045,0.4,209,0.4261109293501123,0.7503100468072635,0.32559465033981355,0.46975428344841025,True
bio,150,0.0045,0.4,210,0.4253614458571975,0.7502926166999666,0.32281874489365137,0.448432091465011,True
bio,150,0.0045,0.5,201,0.41767363370736427,0.7419145382576743,0.32878537014264225,0.4630131549568677,True
bio,150,0.0045,0.5,202,0.4193513195906076,0.7427480740250987,0.3275145229453629,0.4423866955945381,True
bio,150,0.0045,0.5,203,0.41920008233396877,0.7427082161496199,0.32880712308972704,0.4631707739595397,True
bio,150,0.0045,0.5,204,0.41627322123468713,0.7413076839071445,0.33006996066428745,0.45772104663147545,True
bio,150,0.0045,0.5,205,0.41841239351600584,0.7425635870505648,0.32746713001505556,0.44338077062081177,True
bio,150,0.0045,0.5,206,0.41918476776729197,0.7429839847494943,0.32971178977376847,0.45694936467719927,True
bio,150,0.0045,0.5,207,0.4181985235471018,0.742362118527887,0.32828663251148305,0.4507154870822792,True
bio,150,0.0045,0.5,208,0.41875495172991367,0.7429149810306508,0.32824652101781565,0.4679343395667969,True
bio,150,0.0045,0.5,209,0.4181109293501123,0.7421100468072637,0.32969465033981354,0.4711941909255089,True
bio,150,0.0045,0.5,210,0.41736144585719753,0.7420926166999666,0.32691874489365136,0.44994859087292816,True
bio,150,0.005,0.2,201,0.4500069656518089,0.7698478710354523,0.3148187037537532,0.45790469962181485,True
bio,150,0.005,0.2,202,0.4516846515350522,0.7706814068028767,0.3135478565564739,0.43707696548447994,True
bio,150,0.005,0.2,203,0.4515334142784135,0.7706415489273979,0.3148404567008381,0.458064331370649,True
bio,150,0.005,0.2,204,0.44860655317913184,0.7692410166849224,0.3161032942753985,0.4525798351958868,True
bio,150,0.005,0.2,205,0.4507457254604505,0.7704969198283427,0.3135004636261666,0.43807724992711405,True
bio,150,0.005,0.2,206,0.4515180997117366,0.7709173175272722,0.31574512338487953,0.4517950672488224,True
bio,150,0.005,0.2,207,0.4505318554915465,0.7702954513056648,0.3143199661225941,0.44548242377634906,True
bio,150,0.005,0.2,208,0.4510882836743583,0.7708483138084287,0.3142798546289267,0.4628714301197972,True
bio,150,0.005,0.2,209,0.45044426129455695,0.7700433795850415,0.3157279839509246,0.4661922050370759,True
bio,150,0.005,0.2,210,0.4496947778016422,0.7700259494777445,0.3129520785047624,0.44468663776566514,True
bio,150,0.005,0.3,201,0.4420069656518089,0.7616478710354522,0.31891870375375325,0.45943303009393266,True
bio,150,0.005,0.3,202,0.44368465153505227,0.7624814068028767,0.31764785655647393,0.43866362092507016,True
bio,150,0.005,0.3,203,0.4435334142784135,0.7624415489273979,0.31894045670083815,0.45959207246935013,True
bio,150,0.005,0.3,204,0.4406065531791318,0.7610410166849224,0.3202032942753985,0.45411735518873864,True
bio,150,0.005,0.3,205,0.4427457254604505,0.7622969198283427,0.3176004636261666,0.43966215062462105,True
bio,150,0.005,0.3,206,0.4435180997117366,0.7627173175272721,0.3198451233848796,0.4533364595697576,True
bio,150,0.005,0.3,207,0.4425318554915464,0.7620954513056647,0.31841996612259416,0.44704690092305144,True
bio,150,0.005,0.3,208,0.4430882836743583,0.7626483138084286,0.31837985462892676,0.46438663880615716,True
bio,150,0.005,0.3,209,0.4424442612945569,0.7618433795850414,0.3198279839509246,0.4676893504142384,True
bio,150,0.005,0.3,210,0.4416947778016422,0.7618259494777444,0.31705207850476247,0.4462597988203277,True
bio,150,0.005,0.4,201,0.4340069656518089,0.7534478710354522,0.32301870375375324,0.46093723340737935,True
