theta_a_deg,theta_b_deg,theta_diff_deg,correlation,correlation_std,n_trials
0.0,0.0,0.0,-0.9911589703686036,0.059499729565212975,100
0.0,5.0,-5.0,-0.995114958847202,0.05647248296380948,100
0.0,10.0,-10.0,-0.9714363098024092,0.0563528483882686,100
0.0,15.0,-15.0,-0.9264220046370077,0.060315159055198186,100
0.0,20.0,-20.0,-0.8826886112129178,0.05726253015138672,100
0.0,25.0,-25.0,-0.8178509346187569,0.05841050618490298,100
0.0,30.0,-30.0,-0.74860997431342,0.0574387697244961,100
0.0,35.0,-35.0,-0.6814362457217711,0.05680591599592766,100
0.0,40.0,-40.0,-0.5769028920933763,0.056255933727260204,100
0.0,45.0,-45.0,-0.5026016881179581,0.05802187076689504,100
0.0,50.0,-50.0,-0.41062571260578373,0.055977278711305735,100
0.0,55.0,-55.0,-0.32756797925274556,0.05261935790721272,100
0.0,60.0,-60.0,-0.24226903230797178,0.05682326541772242,100
0.0,65.0,-65.0,-0.17576393962898762,0.06252247711399783,100
0.0,70.0,-70.0,-0.11181239934831698,0.05723341760660985,100
0.0,75.0,-75.0,-0.0797218367741571,0.05467124622118242,100
0.0,80.0,-80.0,-0.035215008155049625,0.05979685807197861,100
0.0,85.0,-85.0,-0.013824834130905732,0.05926414334415589,100
0.0,90.0,-90.0,-0.005523583381148687,0.06015420127757406,100
5.0,0.0,5.0,-0.981030151205664,0.054412742455171276,100
5.0,5.0,0.0,-0.9927868840799937,0.06032835477370257,100
5.0,10.0,-5.0,-0.9980539359036249,0.05805473792426242,100
5.0,15.0,-10.0,-0.9747027627802665,0.05924161234732093,100
5.0,20.0,-15.0,-0.9245939139350807,0.05777872014082398,100
5.0,25.0,-20.0,-0.890079176378595,0.0577484810174347,100
5.0,30.0,-25.0,-0.82938911537871,0.05379884304700797,100
5.0,35.0,-30.0,-0.7387214492488928,0.05546097860710981,100
5.0,40.0,-35.0,-0.6712333056906332,0.05653475968821338,100
5.0,45.0,-40.0,-0.5829415825642892,0.058147914380937415,100
5.0,50.0,-45.0,-0.5077737440253045,0.05870968380306816,100
5.0,55.0,-50.0,-0.41232981444901995,0.05759495378694375,100
5.0,60.0,-55.0,-0.33303786899231064,0.05401066245983781,100
5.0,65.0,-60.0,-0.2415968199531691,0.056914058118829096,100
5.0,70.0,-65.0,-0.17993146818647351,0.055880350426092865,100
5.0,75.0,-70.0,-0.12992576853380433,0.05808494994695377,100
5.0,80.0,-75.0,-0.06019042148754923,0.05758455891670852,100
5.0,85.0,-80.0,-0.03982070989017437,0.05440572763705923,100
5.0,90.0,-85.0,-0.010141756727385733,0.058383921024904625,100
10.0,0.0,10.0,-0.9797861304237394,0.06162432778444563,100
10.0,5.0,5.0,-0.9908275276047418,0.05633690555967029,100
10.0,10.0,0.0,-1.0031332957475971,0.05926371844785562,100
10.0,15.0,-5.0,-0.9955140746524558,0.05439396211139698,100
10.0,20.0,-10.0,-0.9782862954792861,0.05845641063481002,100
10.0,25.0,-15.0,-0.9364219846239773,0.058016985529256104,100
10.0,30.0,-20.0,-0.8886304672260686,0.06110489401595161,100
10.0,35.0,-25.0,-0.8209406527071902,0.05603121744587291,100
10.0,40.0,-30.0,-0.7451501258603581,0.06107508336970202,100
10.0,45.0,-35.0,-0.6669336130280519,0.05576414409414951,100
10.0,50.0,-40.0,-0.586499037152392,0.061291314690251515,100
10.0,55.0,-45.0,-0.5036930615905696,0.06076793146535572,100
10.0,60.0,-50.0,-0.41315017075571264,0.05477454879562379,100
10.0,65.0,-55.0,-0.33054032688305407,0.05780910631234967,100
10.0,70.0,-60.0,-0.24409583084208908,0.06344713182236379,100
10.0,75.0,-65.0,-0.1789447548309685,0.059296170093019164,100
10.0,80.0,-70.0,-0.11765654249518467,0.060665174629372785,100
10.0,85.0,-75.0,-0.07637215657606,0.05621039676632673,100
10.0,90.0,-80.0,-0.026236479724461078,0.059614402599594,100
15.0,0.0,15.0,-0.9361053305180154,0.057474991252844165,100
15.0,5.0,10.0,-0.9776405479323546,0.05583784316791239,100
15.0,10.0,5.0,-0.995839049869301,0.06651496470979247,100
15.0,15.0,0.0,-0.9939069395177296,0.058843070556571855,100
15.0,20.0,-5.0,-0.981133389707887,0.06057541910513003,100
15.0,25.0,-10.0,-0.968398593301674,0.05695027170082071,100
15.0,30.0,-15.0,-0.9169375937509208,0.05440597987312196,100
15.0,35.0,-20.0,-0.8808886667982967,0.0583367718506196,100
15.0,40.0,-25.0,-0.8323776611158781,0.05593920698417503,100
15.0,45.0,-30.0,-0.7464259258419057,0.060444095504162805,100
15.0,50.0,-35.0,-0.6705424201560798,0.056382103342325345,100
15.0,55.0,-40.0,-0.5887888896111823,0.059460276725712316,100
15.0,60.0,-45.0,-0.4951254042757892,0.05282143866475172,100
15.0,65.0,-50.0,-0.41406050239452286,0.05699975625604686,100
15.0,70.0,-55.0,-0.32100943708373214,0.05692691709667931,100
15.0,75.0,-60.0,-0.25767450000232195,0.057554175229846925,100
15.0,80.0,-65.0,-0.17661815615991375,0.05764896401885256,100
15.0,85.0,-70.0,-0.11624385209434303,0.05214721202384516,100
15.0,90.0,-75.0,-0.07165464068425192,0.05554892487771959,100
20.0,0.0,20.0,-0.8825007603397411,0.059182893926889094,100
20.0,5.0,15.0,-0.9261543899962148,0.05343375373061194,100
20.0,10.0,10.0,-0.9708174070403776,0.05719197201377145,100
20.0,15.0,5.0,-0.9830548989809101,0.05929982571903106,100
20.0,20.0,0.0,-0.9873058693922523,0.05778074741436891,100
20.0,25.0,-5.0,-0.994709288705366,0.06205256659335502,100
20.0,30.0,-10.0,-0.9729175747732696,0.0599777103778663,100
20.0,35.0,-15.0,-0.9353328385467177,0.0559455944484686,100
20.0,40.0,-20.0,-0.8773628759978527,0.056295230151891064,100
20.0,45.0,-25.0,-0.8280405933315717,0.059973037362761224,100
20.0,50.0,-30.0,-0.749975696285714,0.05741340377187978,100
20.0,55.0,-35.0,-0.669361977212072,0.05429324406100045,100
20.0,60.0,-40.0,-0.5899120835154275,0.05374455933952486,100
20.0,65.0,-45.0,-0.49647404849071586,0.05746325397653297,100
20.0,70.0,-50.0,-0.4228129715607291,0.0597970182312782,100
20.0,75.0,-55.0,-0.3419707068118514,0.057407035907240826,100
20.0,80.0,-60.0,-0.24468283882011793,0.06185861639476437,100
20.0,85.0,-65.0,-0.17738076696815944,0.06007193351863886,100
20.0,90.0,-70.0,-0.11841574557360136,0.05346556469099818,100
25.0,0.0,25.0,-0.8251978437480405,0.05575538288552683,100
25.0,5.0,20.0,-0.8824065429757819,0.05883775558447781,100
25.0,10.0,15.0,-0.9351812614486517,0.058280685614789676,100
