run_id,epsilon,profile,ineq,coord_eff,wage,agents,epochs_cap,shock_start,shock_end,shock_intensity,baseline_CCI,baseline_hazard,t_recover_CCI,t_recover_hazard,AUH_200_300,resilience_score,final_CCI,final_hazard,final_religion_frac,final_training_frac,time_sec
SR_E00_S,0.0,SINGLE,0.4,0.525,0.4,60,500,200,210,0.3,0.0,3.3006442612024403,50,1,77.21114624249223,0.11394426878753883,0.5252770756395928,1.1300501403224303,1.0,0.0,0.6679227352142334
SR_E00_F,0.0,FAMILY,0.4,0.6,0.4,60,500,200,210,0.3,0.0,3.2681879953655013,50,1,76.4899779298224,0.11755011035088797,0.5422046160344923,1.124477020899984,1.0,0.0,0.6653909683227539
SR_E02_S,0.002,SINGLE,0.22,0.6749999999999999,0.4,60,500,200,210,0.3,0.08147198039939718,2.5443643567944405,1,1,61.18508201217599,0.6840745899391201,0.6735563256300514,0.76673151379047,1.0,0.0,0.6834602355957031
SR_E02_F,0.002,FAMILY,0.22,0.7,0.4,60,500,200,210,0.3,0.08939948476814844,2.535805569142075,1,1,60.99355912033087,0.6850322043983457,0.6788104213432261,0.7656815856114982,1.0,0.0,0.6856560707092285
SR_E05_S,0.005,SINGLE,0.22,0.6749999999999999,0.4,60,500,200,210,0.3,0.3679701505651271,1.6810910734372733,1,1,40.463645664028384,0.7876817716798581,0.7955773936151114,0.39855451153046767,1.0,0.0,0.7160730361938477
SR_E05_F,0.005,FAMILY,0.22,0.7,0.4,60,500,200,210,0.3,0.37462516536223306,1.6759390404947834,1,1,40.35089594396754,0.7882455202801624,0.800518274448598,0.3983252902118745,1.0,0.0,0.7143440246582031
SR_E10_S,0.01,SINGLE,0.22,0.6749999999999999,0.4,60,500,200,210,0.3,0.6550121802557456,0.8198563000207958,1,1,19.900751280612177,0.8904962435969391,0.8760216750119425,0.155945840531312,1.0,0.0,0.7699041366577148
SR_E10_F,0.01,FAMILY,0.22,0.7,0.4,60,500,200,210,0.3,0.6598167516669667,0.82000287146238,1,1,19.90467378202034,0.8904766310898983,0.8808297293789166,0.1560897997560814,1.0,0.0,0.8337647914886475
