time,step,detector_0,detector_1,detector_2,detector_3,detector_4,detector_5,detector_6,detector_7,detector_8,detector_9
2.547282600672019e-08,1200,-2.129769112755323e-13,7.511380751299167e-15,-2.3198616039133033e-12,-0.07520635893106004,-0.0044237442874069475,1.7116947729573032e-05,-0.08017726733018543,5.9757559336694214e-05,-2.204794737798648e-07,-1.26094790665693e-09
2.5685099556776193e-08,1210,-1.0722527424593166e-13,3.436516196861793e-14,-3.600220038630411e-10,-0.37958014991665,-0.0005315124125373487,0.0006620806966518291,0.02435014348585212,2.8236703722478584e-05,-4.214119072619739e-08,5.472075379322055e-10
2.5897373106832196e-08,1220,1.3443863058462675e-13,1.912354863049515e-14,-3.653806349509651e-08,-0.7394716757855809,0.0004073999534397714,0.011459250562811713,-0.012312909211904538,1.0211145696192013e-05,5.236855791335344e-08,-2.177381322148901e-10
2.61096466568882e-08,1230,2.217505297839376e-13,-5.551803489484374e-14,-2.3570328397842194e-06,-0.2583950625087732,0.0002192352722052391,0.10542985076872621,0.0025599386780165998,2.113189658393523e-06,-1.1406750293254907e-09,8.927749400081605e-11
2.6321920206944198e-08,1240,4.29582313230841e-14,-9.9945947539451e-14,-9.3936814165868e-05,0.08860001219653157,7.961232483384908e-05,0.45773884921676566,0.0012816981371260169,-8.862273638314591e-07,-1.2184076121209475e-08,-4.480660362945545e-11
2.65341937570002e-08,1250,-1.90650673136632e-13,-2.9379663671201406e-14,-0.0022262304495571116,-0.02581459461030307,3.0487680207096528e-05,0.7284882919629666,-6.691264476523878e-05,-1.2240886050582355e-06,6.5798506167088e-09,3.035830359162839e-11
2.6746467307056203e-08,1260,-1.9694902687786077e-13,-2.6658118129753414e-13,-0.029702196387074293,0.0032635391224587595,1.8813974572168786e-05,0.13603614485789806,-0.00017028403910311106,-4.99666815447812e-07,-1.196827180010036e-09,-2.5306457664541554e-11
2.6958740857112202e-08,1270,3.27641532182187e-14,-6.24743602999412e-11,-0.2049078938789349,0.002692747362816581,0.0001838198805777308,-0.06088045134677265,-8.644083365795115e-05,9.673575017192219e-08,-7.616677233592228e-10,2.0844980430250924e-11
2.7171014407168205e-08,1280,2.2169089682092794e-13,-6.955882140697104e-09,-0.6276737591943164,-0.000558736404544963,0.003730360641525678,0.014126067296711125,-3.7101242310348045e-05,1.4430183227475048e-07,9.44020269002622e-10,-1.671956240869101e-11
2.7383287957224208e-08,1290,1.4249112202106324e-13,-5.021388795939959e-07,-0.5860930657841342,-0.00047607942852216276,0.04391052541869386,0.0021852379066805545,-1.5765107640256276e-05,-1.8103462338268816e-08,-6.627171908445838e-10,1.1368758643639577e-11
2.7595561507280207e-08,1300,-1.0490780813995606e-13,-2.298981289287517e-05,0.06557301122065823,-0.0001515623432984185,0.26419361163482846,-0.0031190718499561603,-6.065830450871882e-06,-3.436334838905893e-08,3.966405905543392e-10,-5.984905180255919e-12
2.780783505733621e-08,1310,-2.2051025879610795e-13,-0.0006461077429863039,-0.014551141269308596,-3.844937580763065e-05,0.6845689896745853,-0.0002176733228810697,-1.3370315430338553e-06,1.4839371050140599e-08,-2.2807661347008788e-10,1.3884477429024568e-12
2.8020108607392212e-08,1320,-1.302811772496268e-13,-0.01064981866719781,0.01251892958203702,-1.1392891385146355e-05,0.47926175898645784,0.0003565041840016399,5.841120028348034e-07,2.481333194869286e-09,1.3382851452689673e-10,1.0757889017978799e-12
2.8232382157448212e-08,1330,-1.0596844490319911e-11,-0.09620379550693633,-0.006392603435389931,3.7669344329319175e-05,-0.10538627016381252,0.00019366543488801415,7.39776677608859e-07,-5.444504271152967e-09,-8.233540107391812e-11,-2.215584774991437e-12
2.8444655707504214e-08,1340,-1.2968080709214466e-09,-0.4255842562327303,-0.00013781651835756154,0.0011222118770124884,0.0333625492287008,7.504915318774841e-05,1.9752597951588197e-07,3.1443439208880454e-09,5.2466046892466986e-11,9.488101659790849e-13
2.8656929257560217e-08,1350,-1.0375944392286627e-07,-0.731666648122076,0.0009336560582886182,0.016514137498218253,-0.01586373678197598,3.0394986291009646e-05,-1.3781352427884689e-07,-1.0264801741189712e-09,-3.3081618962606125e-11,-1.236832487197105e-13
2.886920280761622e-08,1360,-5.389053673522589e-06,-0.1937829968436574,0.00031096301573651564,0.13147023098056881,0.0041388374656669506,1.4590208114983994e-05,-6.972243611961304e-08,4.206220407249898e-11,1.9421906000628254e-11,-5.634198644716263e-13
2.908147635767222e-08,1370,-0.00017665888458249206,0.088864397785484,3.6382101286848664e-05,0.502436357524148,0.0015115191498562717,7.535367662172793e-06,4.131847139681342e-08,2.389948066210547e-10,-9.635912665205792e-12,2.532880070113201e-13
2.929374990772822e-08,1380,-0.003517096000275839,-0.028712144410100934,-1.2534970172581458e-05,0.7042033119588617,-0.0005492369709890311,3.298339959692817e-06,1.0400425449401523e-08,-2.4472755759131094e-10,2.3134491090087565e-12,2.4802115305485878e-14
2.9506023457784224e-08,1390,-0.04023721500542626,0.004320009137324951,1.043152160352955e-06,0.077639305592418,-0.0003975982579435205,6.58426880711398e-07,-1.5569412125748537e-08,1.8212108041256035e-10,1.9491508455860347e-12,-1.5246948178627177e-13
2.9718297007840224e-08,1400,-0.24256589310236204,0.0033329480636367075,0.0003174513055046252,-0.054389571769594455,-0.00013115166516518783,-4.825768338610278e-07,5.018913582359138e-09,-1.2021433193176368e-10,-3.2541882694163932e-12,-1.014097441096991e-13
2.9930570557896226e-08,1410,-0.6577165467046758,-0.0013850670943251124,0.005699665038479414,0.014144433281984005,-3.4616206324592416e-05,-4.502521055193754e-07,1.3230934021620715e-09,7.493975560887645e-11,2.8119423860422493e-12,-2.099142194126879e-13
3.014284410795223e-08,1420,-0.5302489319619993,-0.0007010925883641179,0.05790944279354501,0.0026081248860802386,-1.1291520666840986e-05,-2.9020303281999124e-08,-2.4802932219798764e-09,-4.376232734026839e-11,-1.0093092323680911e-12,-1.8271185150733888e-13
3.035511765800823e-08,1430,0.09759613206471653,-5.2221841871142216e-05,0.30590729159385865,-0.004370334003036451,-6.8145974826383375e-06,1.2379645263469738e-07,1.7140920407885192e-09,2.2944126094644876e-11,-5.109061175345245e-13,-6.345601970527755e-14
3.0567391208064234e-08,1440,-0.02522754244935976,7.101071046628171e-05,0.7028117887497016,0.0003101893526383096,-5.4142650855627664e-06,1.1525156687695425e-08,-8.513651394403064e-10,-8.772505467300925e-12,8.101099927231463e-13,-1.3049235328417986e-13
3.077966475812023e-08,1450,0.0162318699380955,5.510891606760124e-05,0.4156118508333964,0.0007667039949746435,-3.7763143340694443e-06,-3.8249607360525914e-08,3.3490374459481187e-10,-4.9982275601627943e-14,-3.1100142320437593e-13,-2.288919539638243e-13
3.099193830817623e-08,1460,-0.008550271453053161,0.00011323672269488027,-0.12433978308231673,0.00024647328707201756,-1.817476083530603e-06,7.917048802103811e-09,-9.968974724839053e-11,4.454653207221157e-12,2.7611723266869518e-14,-1.1184087249135917e-13
3.1204211858232235e-08,1470,0.0005874622843531818,0.0018372000696494574,0.04229268694613912,2.5299201164294914e-05,-2.39110670235549e-07,8.16359487554461e-09,1.4222429229072707e-11,-6.355184768393011e-12,4.956447408715837e-13,1.0356270424484152e-13
3.141648540828824e-08,1480,0.0014965677281445799,0.02302440549422142,-0.019554096907882224,-1.532185911522549e-05,4.083537770143338e-07,-7.1671464081815046e-09,7.0259568690568045e-12,5.004445356404137e-12,2.9341964525366004e-13,1.6426655060905213e-13
3.162875895834424e-08,1490,0.00019268589017994002,0.1604728320959283,0.005923140042544628,-1.1777053891839554e-05,2.5192691485504517e-07,2.440560874996949e-09,-5.3581011320911575e-12,-2.556131814033767e-12,2.4583030857022263e-13,6.083694198210917e-14
