theta_a_deg,theta_b_deg,theta_diff_deg,correlation,correlation_std,n_trials
0.0,0.0,0.0,-0.9955794851843018,0.029749864782606487,100
0.0,5.0,-5.0,-0.9861632941827568,0.028236241481904737,100
0.0,10.0,-10.0,-0.940487620490636,0.0281764241941343,100
0.0,15.0,-15.0,-0.8627300551568328,0.03015757952759909,100
0.0,20.0,-20.0,-0.7658776379456924,0.02863126507569335,100
0.0,25.0,-25.0,-0.641016174574283,0.029205253092451488,100
0.0,30.0,-30.0,-0.4993049871567101,0.02871938486224804,100
0.0,35.0,-35.0,-0.34723323035513715,0.028402957997963833,100
0.0,40.0,-40.0,-0.16868757929688594,0.028127966863630102,100
0.0,45.0,-45.0,-0.0013008440589790968,0.029010935383447522,100
0.0,50.0,-50.0,0.1749232769473058,0.027988639355652867,100
0.0,55.0,-55.0,0.3427311178678788,0.026309678953606364,100
0.0,60.0,-60.0,0.5038654838460139,0.02841163270886121,100
0.0,65.0,-65.0,0.6442087374504106,0.03126123855699891,100
0.0,70.0,-70.0,0.768627132665075,0.02861670880330491,100
0.0,75.0,-75.0,0.8596581344512504,0.027335623110591206,100
0.0,80.0,-80.0,0.9371619615119066,0.02989842903598931,100
0.0,85.0,-85.0,0.9816933976937031,0.02963207167207795,100
0.0,90.0,-90.0,0.9972382083094256,0.030077100638787026,100
5.0,0.0,5.0,-0.9791208903619879,0.02720637122758564,100
5.0,5.0,0.0,-0.9963934420399968,0.030164177386851287,100
5.0,10.0,-5.0,-0.9876327827109683,0.02902736896213121,100
5.0,15.0,-10.0,-0.9421208469795646,0.029620806173660454,100
5.0,20.0,-15.0,-0.8618160098058694,0.028889360070411995,100
5.0,25.0,-20.0,-0.7695729205285311,0.028874240508717352,100
5.0,30.0,-25.0,-0.6467852649542597,0.02689942152350399,100
5.0,35.0,-30.0,-0.4943607246244464,0.027730489303554907,100
5.0,40.0,-35.0,-0.3421317603395683,0.02826737984410669,100
5.0,45.0,-40.0,-0.17170692453234246,0.029073957190468708,100
5.0,50.0,-45.0,-0.0038868720126522954,0.02935484190153408,100
5.0,55.0,-50.0,0.1740712260256878,0.028797476893471875,100
5.0,60.0,-55.0,0.33999617299809615,0.027005331229918907,100
5.0,65.0,-60.0,0.5042015900234152,0.028457029059414544,100
5.0,70.0,-65.0,0.6421249731716678,0.027940175213046425,100
5.0,75.0,-70.0,0.7595704480723312,0.029042474973476885,100
5.0,80.0,-75.0,0.8694238420945544,0.02879227945835426,100
5.0,85.0,-80.0,0.9348591106443442,0.027202863818529616,100
5.0,90.0,-85.0,0.983534936395463,0.02919196051245231,100
10.0,0.0,10.0,-0.9446625308013012,0.030812163892222817,100
10.0,5.0,5.0,-0.9840195785615269,0.028168452779835162,100
10.0,10.0,0.0,-1.0015666478737983,0.029631859223927807,100
10.0,15.0,-5.0,-0.9863628520853838,0.02719698105569848,100
10.0,20.0,-10.0,-0.9439126133290743,0.02922820531740501,100
10.0,25.0,-15.0,-0.8677300451503173,0.029008492764628052,100
10.0,30.0,-20.0,-0.7688485659522677,0.030552447007975804,100
10.0,35.0,-25.0,-0.6425610336184997,0.02801560872293645,100
10.0,40.0,-30.0,-0.49757506293017906,0.03053754168485101,100
10.0,45.0,-35.0,-0.3399819140082776,0.027882072047074755,100
10.0,50.0,-40.0,-0.17348565182639394,0.030645657345125754,100
10.0,55.0,-45.0,-0.001846530795284813,0.03038396573267786,100
10.0,60.0,-50.0,0.17366104787234146,0.027387274397811894,100
10.0,65.0,-55.0,0.3412449440527245,0.028904553156174836,100
10.0,70.0,-60.0,0.5029520845789552,0.031723565911181896,100
10.0,75.0,-65.0,0.6426183298494204,0.029648085046509582,100
10.0,80.0,-70.0,0.7657050610916412,0.030332587314686386,100
10.0,85.0,-75.0,0.861332974550299,0.028105198383163357,100
10.0,90.0,-80.0,0.9416512257272006,0.029807201299796998,100
15.0,0.0,15.0,-0.8675717180973369,0.028737495626422083,100
15.0,5.0,10.0,-0.9435897395556085,0.0279189215839562,100
15.0,10.0,5.0,-0.9865253396938064,0.033257482354896235,100
15.0,15.0,0.0,-0.9969534697588648,0.029421535278285928,100
15.0,20.0,-5.0,-0.9791725096130997,0.030287709552565014,100
15.0,25.0,-10.0,-0.9389687622402683,0.02847513585041035,100
15.0,30.0,-15.0,-0.8579878497137895,0.027202989936560975,100
15.0,35.0,-20.0,-0.7649776657383817,0.02916838592530979,100
15.0,40.0,-25.0,-0.6482795378228435,0.027969603492087516,100
15.0,45.0,-30.0,-0.49821296292095285,0.0302220477520814,100
15.0,50.0,-35.0,-0.3417863175722916,0.028191051671162672,100
15.0,55.0,-40.0,-0.174630578055789,0.02973013836285616,100
15.0,60.0,-45.0,0.002437297862105378,0.026410719332375862,100
15.0,65.0,-50.0,0.17320588205293624,0.028499878128023428,100
15.0,70.0,-55.0,0.34601038895238545,0.028463458548339655,100
15.0,75.0,-60.0,0.4961627499988389,0.028777087614923456,100
15.0,80.0,-65.0,0.6437816291849476,0.02882448200942628,100
15.0,85.0,-70.0,0.766411406292062,0.026073606011922577,100
15.0,90.0,-75.0,0.8636917324962029,0.027774462438859792,100
20.0,0.0,20.0,-0.765783712509104,0.029591446963444543,100
20.0,5.0,15.0,-0.8625962478364364,0.026716876865305963,100
20.0,10.0,10.0,-0.9401781691096204,0.028595986006885732,100
20.0,15.0,5.0,-0.9801332642496111,0.02964991285951554,100
20.0,20.0,0.0,-0.9936529346961261,0.02889037370718445,100
20.0,25.0,-5.0,-0.9859604591118388,0.03102628329667751,100
20.0,30.0,-10.0,-0.9412282529760663,0.02998885518893315,100
20.0,35.0,-15.0,-0.867185472111688,0.02797279722423431,100
20.0,40.0,-20.0,-0.7632147703381598,0.028147615075945532,100
20.0,45.0,-25.0,-0.6461110039306902,0.02998651868138061,100
20.0,50.0,-30.0,-0.49998784814285707,0.028706701885939892,100
20.0,55.0,-35.0,-0.34119609610028767,0.027146622030500226,100
20.0,60.0,-40.0,-0.17519217500791157,0.02687227966976243,100
20.0,65.0,-45.0,0.0017629757546420476,0.02873162698826649,100
20.0,70.0,-50.0,0.1688296474698332,0.0298985091156391,100
20.0,75.0,-55.0,0.3355297540883258,0.028703517953620417,100
20.0,80.0,-60.0,0.502658580589941,0.030929308197382183,100
20.0,85.0,-65.0,0.6434003237808247,0.030035966759319428,100
20.0,90.0,-70.0,0.7653254595524327,0.026732782345499095,100
25.0,0.0,25.0,-0.6446896291389248,0.02787769144276341,100
25.0,5.0,20.0,-0.7657366038271245,0.029418877792238902,100
25.0,10.0,15.0,-0.8671096835626547,0.02914034280739484,100
25.0,15.0,10.0,-0.934076200518665,0.02951497167304076,100
25.0,20.0,5.0,-0.9826882806264916,0.030520559496128728,100
25.0,25.0,0.0,-0.9961557754961748,0.029241061225155084,100
25.0,30.0,-5.0,-0.9857829109712651,0.029560744029565576,100
25.0,35.0,-10.0,-0.9374731128366405,0.030393295408044432,100
25.0,40.0,-15.0,-0.8640655349564693,0.026908936036249564,100
25.0,45.0,-20.0,-0.7682117663581443,0.028698768643222017,100
25.0,50.0,-25.0,-0.6434544938937595,0.0281267939340189,100
25.0,55.0,-30.0,-0.5007498032320938,0.028607362899392107,100
25.0,60.0,-35.0,-0.34130419508383125,0.027410660279142574,100
25.0,65.0,-40.0,-0.17190889899887263,0.028769826235867643,100
25.0,70.0,-45.0,-0.000739592103257884,0.029254498975431684,100
25.0,75.0,-50.0,0.16817650878888057,0.027559409834916563,100
25.0,80.0,-55.0,0.34520667975251734,0.029535679079619796,100
25.0,85.0,-60.0,0.5000440146517656,0.02894328272349187,100
25.0,90.0,-65.0,0.6425083748415144,0.030306374984566363,100
30.0,0.0,30.0,-0.5029333131946759,0.02591773791497759,100
30.0,5.0,25.0,-0.6430406701130389,0.030778780107840988,100
30.0,10.0,20.0,-0.7678051536058775,0.02859942019390932,100
30.0,15.0,15.0,-0.8621568471272392,0.028185855612565456,100
30.0,20.0,10.0,-0.9372100321182486,0.027153635073879297,100
30.0,25.0,5.0,-0.9844383483917993,0.03029165407211207,100
30.0,30.0,0.0,-1.0014696751495025,0.027496692056970584,100
30.0,35.0,-5.0,-0.9872020424767262,0.030657202723222816,100
30.0,40.0,-10.0,-0.9408432094429792,0.028649548682825373,100
30.0,45.0,-15.0,-0.8674717886069339,0.02852876473703071,100
30.0,50.0,-20.0,-0.7686763794537237,0.028690527915356707,100
30.0,55.0,-25.0,-0.6435359075112597,0.028833498795365366,100
30.0,60.0,-30.0,-0.49527123922343214,0.028811705707010946,100
30.0,65.0,-35.0,-0.34448179288539676,0.02841906109151541,100
30.0,70.0,-40.0,-0.1725076259625829,0.02989323452541421,100
30.0,75.0,-45.0,-0.004415289240163302,0.030355007105256036,100
30.0,80.0,-50.0,0.17405250571253705,0.028605170717102155,100
30.0,85.0,-55.0,0.3433586755792394,0.02820405197087093,100
30.0,90.0,-60.0,0.5023252319432392,0.028500951434003677,100
35.0,0.0,35.0,-0.3425027159019832,0.02745688903321193,100
35.0,5.0,30.0,-0.5039549094409168,0.02816526806089647,100
35.0,10.0,25.0,-0.6394947337460455,0.025724495632474097,100
35.0,15.0,20.0,-0.7734517425298685,0.03082645018501235,100
35.0,20.0,15.0,-0.8608600549762923,0.02940710878359397,100
