theta_a_deg,theta_b_deg,theta_diff_deg,correlation,correlation_std,n_trials
85.0,20.0,65.0,-0.17252165152278667,0.05232494159971945,100
85.0,25.0,60.0,-0.25521563166518635,0.05421762004124487,100
85.0,30.0,55.0,-0.34007561061525515,0.05478017521008694,100
85.0,35.0,50.0,-0.4092719375678035,0.0552697191374911,100
85.0,40.0,45.0,-0.4972177588405761,0.05952594522234045,100
85.0,45.0,40.0,-0.5830828058907435,0.0511554842360333,100
85.0,50.0,35.0,-0.6707265827300231,0.05548625410583493,100
85.0,55.0,30.0,-0.7358133509271149,0.05129149008661479,100
85.0,60.0,25.0,-0.8238452637422938,0.05821758560746692,100
85.0,65.0,20.0,-0.8746678730674579,0.05393500194158974,100
85.0,70.0,15.0,-0.9397584345245801,0.059996491119217676,100
85.0,75.0,10.0,-0.9668807050557624,0.05778241477710602,100
85.0,80.0,5.0,-1.0014975861808555,0.060313432799982275,100
85.0,85.0,0.0,-1.0046047191003842,0.05594787042543521,100
85.0,90.0,-5.0,-0.9924300110189113,0.056935397409668166,100
90.0,0.0,90.0,-0.0008535700073582076,0.05734376137458385,100
90.0,5.0,85.0,-0.008034823101711405,0.059419619419653735,100
90.0,10.0,80.0,-0.027123361303076608,0.06086070919734669,100
90.0,15.0,75.0,-0.06239678418236031,0.056709976720309974,100
90.0,20.0,70.0,-0.11641857919927676,0.05254741107622926,100
90.0,25.0,65.0,-0.19019338259858995,0.05597573087069111,100
90.0,30.0,60.0,-0.2509540942767923,0.055670611891328124,100
90.0,35.0,55.0,-0.3365016416683257,0.057813046774232095,100
90.0,40.0,50.0,-0.41857593274665056,0.05970402171202972,100
90.0,45.0,45.0,-0.4965837284669546,0.05162146545442994,100
90.0,50.0,40.0,-0.6015609779455611,0.05641005946424757,100
90.0,55.0,35.0,-0.6779152972913859,0.06090500710827456,100
90.0,60.0,30.0,-0.7592890733376377,0.05779318029929466,100
90.0,65.0,25.0,-0.8123250100342571,0.05611976481696082,100
90.0,70.0,20.0,-0.8800420223511687,0.05276466468302435,100
90.0,75.0,15.0,-0.9269770627073093,0.05493676004962961,100
90.0,80.0,10.0,-0.9631316112143975,0.055702870488764614,100
90.0,85.0,5.0,-0.9885182841122692,0.053310243896495205,100
90.0,90.0,0.0,-1.0097141726574907,0.05979792666684317,100
