abl,survival_mean,survival_lo,survival_hi
coordination_off,0.9800000000000001,0.9800000000000001,0.9800000000000001
memory_cap_10,0.9800000000000001,0.9800000000000001,0.9800000000000001
noise_plus_0_2,0.9800000000000001,0.9800000000000001,0.9800000000000001
energy_drift_on,0.9800000000000001,0.9800000000000001,0.9800000000000001
