frequency_hz,photon_energy_ev,kinetic_energy_ev,count_rate_per_s,above_threshold
400000000000000.0,1.6542670787695435,0.0,0.0,False
600000000000000.0,2.481400618154315,0.0,0.0,False
800000000000000.0,3.308534157539087,0.8085341575390871,1.8864877245526896e+30,True
1000000000000000.0,4.135667696923859,1.635667696923859,1.5091901796421515e+30,True
