seed,M_w1,M_att,M_rec,DeltaM,A_M,T_rec,disp_rec_mean,disp_rec_max
42,0.3641792203291903,0.42147975304056506,0.4180240104036166,0.053844790074426274,0.12173593873313865,0.7872846108140226,0.06974434086569632,0.17310041226907757
43,0.37945867477551004,0.40268708563033945,0.4045456707004816,0.025086995924971545,0.14019245370004813,0.7844127550009903,0.07534629595531049,0.17982275837661454
44,0.37155365639175497,0.4370807631514123,0.46095990369967427,0.0894062473079193,0.12050727429399155,0.7969399881164586,0.07480085503426574,0.15965572005400358
45,0.3619920247597613,0.44032184416173975,0.41627270067931693,0.054280675919555654,0.08699048009356997,0.7687660922955041,0.09187206346967225,0.1596557200540036
46,0.36251774886435123,0.36517212663147214,0.41106361972637373,0.0485458708620225,0.10036136327378331,0.8058526440879382,0.09860496398511343,0.16637806616154058
